#K-Path          Energy     s     py     pz     px    dxy    dyz    dz2    dxz  x2-y2    tot
# NKPTS & NBANDS: 120  76
# Band-Index    1
   1.78395    -14.344312  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.75690    -14.357536  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.72986    -14.370251  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.70282    -14.382264  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.67577    -14.393446  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.64873    -14.403622  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.62169    -14.412831  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.59464    -14.420884  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.56760    -14.427785  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.54056    -14.433498  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.51351    -14.437958  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.48647    -14.441164  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.45943    -14.443090  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.43238    -14.443734  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.43238    -14.443734  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.39926    -14.443060  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.36614    -14.441058  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
   1.33302    -14.437755  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.002
