      #Energy        TDOS
     -11.63812      47.21000
     -11.63412      49.82000
     -11.63012      51.54000
     -11.62612      52.35000
     -11.62212      49.85000
     -11.61812      51.43000
     -11.61412      55.08000
     -11.61012      58.33000
     -11.60612      71.13000
     -11.60212      67.58000
     -11.59812      68.18000
     -11.59412      67.64000
     -11.59012      67.21000
     -11.58612      61.21000
     -11.58212      60.17000
     -11.57812      61.34000
     -11.57412      62.15000
     -11.57012      62.24000
     -11.56612      59.82000
     -11.56212      58.29000
     -11.55812      62.55000
     -11.55412      67.52000
     -11.55012      80.58000
     -11.54612      76.87000
     -11.54212      79.88000
     -11.53812      93.56000
     -11.53412     114.30000
     -11.53012     148.80000
     -11.52612     117.10000
     -11.52212     117.30000
     -11.51812     120.90000
     -11.51412     114.20000
     -11.51012     105.80000
     -11.50612      99.66000
     -11.50212     102.90000
     -11.49812     108.00000
     -11.49412     108.30000
     -11.49012     116.60000
     -11.48612     117.00000
     -11.48212     117.40000
     -11.47812     119.60000
     -11.47412     108.80000
     -11.47012     109.00000
     -11.46612     119.10000
     -11.46212     114.00000
     -11.45812     118.90000
     -11.45412      89.87000
     -11.45012      77.38000
     -11.44612      65.56000
     -11.44212      67.06000
     -11.43812      58.45000
     -11.43412      52.02000
     -11.43012      48.89000
     -11.42612      42.82000
     -11.42212      36.32000
     -11.41812      32.22000
     -11.41412      27.60000
     -11.41012      21.77000
     -11.40612      16.91000
     -11.40212       4.60400
     -11.39812       0.00000
     -11.39412       0.00000
     -11.39012       0.00000
     -11.38612       0.00000
     -11.38212       0.00000
     -11.37812       0.00000
     -11.37412       0.00000
     -11.37012       0.00000
     -11.36612       0.00000
     -11.36212       0.00000
     -11.35812       0.00000
     -11.35412       0.00000
     -11.35012       0.00000
     -11.34612       0.00000
     -11.34212       0.00000
     -11.33812       0.00000
     -11.33412       0.00000
     -11.33012       0.00000
     -11.32612       0.00000
     -11.32212       0.00000
     -11.31812       0.00000
     -11.31412       0.00000
     -11.31012       0.00000
     -11.30612       0.00000
     -11.30212       0.00000
     -11.29812       0.00000
     -11.29412       0.00000
     -11.29012       0.00000
     -11.28612       0.00000
     -11.28212       0.00000
     -11.27812       0.00000
     -11.27412       0.00000
     -11.27012       0.00000
     -11.26612       0.00000
     -11.26212       0.00000
     -11.25812       0.00000
     -11.25412       0.00000
     -11.25012       0.00000
     -11.24612       0.00000
     -11.24212       0.00000
     -11.23812       0.00000
     -11.23412       0.00000
     -11.23012       0.00000
     -11.22612       0.00000
     -11.22212       0.00000
     -11.21812       0.00000
     -11.21412       0.00000
     -11.21012       0.00000
     -11.20612       0.00000
     -11.20212       0.00000
     -11.19812       0.00000
     -11.19412       0.00000
     -11.19012       0.00000
     -11.18612       0.00000
     -11.18212       0.00000
     -11.17812       0.00000
     -11.17412       0.00000
     -11.17012       0.00000
     -11.16612       0.00000
     -11.16212       0.00000
     -11.15812       0.00000
     -11.15412       0.00000
     -11.15012       0.00000
     -11.14612       0.00000
     -11.14212       0.00000
     -11.13812       0.00000
     -11.13412       0.00000
     -11.13012       0.00000
     -11.12612       0.00000
     -11.12212       0.00000
     -11.11812       0.00000
     -11.11412       0.00000
     -11.11012       0.00000
     -11.10612       0.00000
     -11.10212       0.00000
     -11.09812       0.00000
     -11.09412       0.00000
     -11.09012       0.00000
     -11.08612       0.00000
     -11.08212       0.00000
     -11.07812       0.00000
     -11.07412       0.00000
     -11.07012       0.00000
     -11.06612       0.00000
     -11.06212       0.00000
     -11.05812       0.00000
     -11.05412       0.00000
     -11.05012       0.00000
     -11.04612       0.00000
     -11.04212       0.00000
     -11.03812       0.00000
     -11.03412       0.00000
     -11.03012       0.00000
     -11.02612       0.00000
     -11.02212       0.00000
     -11.01812       0.00000
     -11.01412       0.00000
     -11.01012       0.00000
     -11.00612       0.00000
     -11.00212       0.00000
     -10.99812       0.00000
     -10.99412       0.00000
     -10.99012       0.00000
     -10.98612       0.00000
     -10.98212       0.00000
     -10.97812       0.00000
     -10.97412       0.00000
     -10.97012       0.00000
     -10.96612       0.00000
     -10.96212       0.00000
     -10.95812       0.00000
     -10.95412       0.00000
     -10.95012       0.00000
     -10.94612       0.00000
     -10.94212       0.00000
     -10.93812       0.00000
     -10.93412       0.00000
     -10.93012       0.00000
     -10.92612       0.00000
     -10.92212       0.00000
     -10.91812       0.00000
     -10.91412       0.00000
     -10.91012       0.00000
     -10.90612       0.00000
     -10.90212       0.00000
     -10.89812       0.00000
     -10.89412       0.00000
     -10.89012       0.00000
     -10.88612       0.00000
     -10.88212       0.00000
     -10.87812       0.00000
     -10.87412       0.00000
     -10.87012       0.00000
     -10.86612       0.00000
     -10.86212       0.00000
     -10.85812       0.00000
     -10.85412       0.00000
     -10.85012       0.00000
     -10.84612       0.00000
     -10.84212       0.00000
     -10.83812       0.00000
     -10.83412       0.00000
     -10.83012       0.00000
     -10.82612       0.00000
     -10.82212       0.00000
     -10.81812       0.00000
     -10.81412       0.00000
     -10.81012       0.00000
     -10.80612       0.00000
     -10.80212       0.00000
     -10.79812       0.00000
     -10.79412       0.00000
     -10.79012       0.00000
     -10.78612       0.00000
     -10.78212       0.00000
     -10.77812       0.00000
     -10.77412       0.00000
     -10.77012       0.00000
     -10.76612       0.00000
     -10.76212       0.00000
     -10.75812       0.00000
     -10.75412       0.00000
     -10.75012       0.00000
     -10.74612       0.00000
