  #K-Path    Energy        Zn        Al         S
# NKPTS & NBANDS: 120  52
# Band-Index    1
    2.129   -1.1672     0.002     0.001     0.540
    2.106   -1.1539     0.000     0.000     0.542
    2.083   -1.1452     0.000     0.000     0.544
    2.059   -1.1422     0.000     0.000     0.546
    2.059   -1.1422     0.000     0.000     0.546
    2.031   -1.1387     0.000     0.000     0.546
    2.002   -1.1286     0.000     0.000     0.546
    1.973   -1.1123     0.000     0.000     0.546
    1.945   -1.0908     0.000     0.000     0.546
    1.916   -1.0649     0.000     0.000     0.546
    1.888   -1.0357     0.000     0.003     0.546
    1.859   -1.0042     0.000     0.003     0.552
    1.830   -0.9714     0.000     0.003     0.552
    1.802   -0.9383     0.000     0.003     0.552
    1.773   -0.9056     0.000     0.003     0.558
    1.744   -0.8741     0.000     0.003     0.558
    1.716   -0.8445     0.000     0.000     0.564
    1.687   -0.8345     0.014     0.003     0.554
    1.659   -0.8200     0.008     0.002     0.558
    1.630   -0.7995     0.004     0.001     0.562
    1.601   -0.7764     0.002     0.000     0.566
    1.573   -0.7554     0.000     0.000     0.568
    1.544   -0.7410     0.000     0.000     0.570
    1.516   -0.7359     0.000     0.000     0.570
    1.516   -0.7359     0.000     0.000     0.570
    1.480   -0.7427     0.000     0.000     0.568
    1.445   -0.7617     0.002     0.000     0.568
    1.410   -0.7901     0.004     0.000     0.564
    1.375   -0.8253     0.006     0.002     0.556
    1.340   -0.8659     0.010     0.002     0.552
    1.305   -0.9360     0.010     0.006     0.548
    1.270   -0.9760     0.012     0.006     0.544
    1.235   -1.0147     0.014     0.008     0.536
    1.200   -1.0651     0.024     0.008     0.524
    1.165   -1.1207     0.028     0.010     0.520
    1.130   -1.1785     0.034     0.012     0.512
    1.095   -1.2327     0.034     0.014     0.500
    1.060   -1.2624     0.040     0.016     0.496
    1.025   -1.3212     0.026     0.024     0.492
    0.990   -1.3753     0.028     0.026     0.488
    0.955   -1.4256     0.030     0.028     0.484
    0.920   -1.4731     0.030     0.030     0.480
    0.885   -1.5173     0.028     0.032     0.476
    0.850   -1.4723     0.084     0.010     0.480
    0.850   -1.4723     0.084     0.010     0.480
    0.838   -1.4262     0.084     0.006     0.484
    0.826   -1.4055     0.062     0.030     0.476
    0.815   -1.4092     0.064     0.030     0.476
    0.803   -1.4124     0.064     0.032     0.472
    0.791   -1.4153     0.066     0.032     0.472
    0.780   -1.4179     0.066     0.032     0.472
    0.768   -1.4202     0.066     0.034     0.472
    0.756   -1.4221     0.068     0.034     0.472
    0.745   -1.4238     0.068     0.036     0.472
    0.733   -1.4252     0.068     0.036     0.470
    0.721   -1.4263     0.068     0.036     0.472
    0.710   -1.4273     0.070     0.038     0.472
    0.698   -1.4281     0.070     0.038     0.468
    0.686   -1.4287     0.070     0.038     0.472
    0.674   -1.4291     0.070     0.038     0.468
    0.663   -1.4294     0.070     0.038     0.472
    0.651   -1.4297     0.070     0.040     0.472
    0.639   -1.4298     0.070     0.040     0.472
    0.628   -1.4298     0.070     0.040     0.472
    0.628   -1.4298     0.070     0.040     0.472
    0.595   -1.4105     0.068     0.040     0.472
    0.562   -1.3635     0.062     0.040     0.476
    0.529   -1.3043     0.058     0.040     0.476
    0.496   -1.2423     0.054     0.040     0.484
    0.463   -1.1827     0.052     0.036     0.492
    0.430   -1.1296     0.052     0.032     0.496
    0.396   -1.0854     0.052     0.026     0.504
    0.363   -1.0505     0.052     0.020     0.508
    0.330   -1.0232     0.052     0.016     0.520
    0.297   -1.0008     0.050     0.012     0.520
    0.264   -0.9804     0.044     0.010     0.528
    0.231   -0.9586     0.038     0.008     0.536
    0.198   -0.9313     0.026     0.006     0.540
    0.165   -0.8951     0.016     0.004     0.544
    0.132   -0.8510     0.006     0.002     0.556
    0.099   -0.8062     0.002     0.002     0.560
    0.066   -0.7687     0.000     0.000     0.568
    0.033   -0.7443     0.000     0.000     0.568
    0.000   -0.7359     0.000     0.000     0.570
 
# Band-Index   39
    0.000   -0.7359     0.000     0.000     0.568
    0.033   -0.7360     0.000     0.000     0.568
    0.066   -0.7362     0.000     0.000     0.568
    0.099   -0.7366     0.000     0.000     0.568
    0.132   -0.7372     0.002     0.000     0.568
    0.165   -0.7483     0.068     0.044     0.520
    0.198   -0.8952     0.070     0.044     0.512
    0.231   -0.9137     0.018     0.000     0.544
    0.264   -0.8881     0.018     0.000     0.552
    0.297   -0.8648     0.018     0.000     0.552
    0.330   -0.8441     0.020     0.000     0.552
    0.363   -0.8261     0.020     0.000     0.552
    0.396   -0.8107     0.020     0.000     0.552
    0.430   -0.8395     0.072     0.014     0.528
    0.463   -0.8699     0.074     0.008     0.532
    0.496   -0.8920     0.074     0.006     0.532
    0.529   -0.9073     0.074     0.004     0.532
    0.562   -0.9174     0.074     0.002     0.532
    0.595   -0.9231     0.074     0.002     0.532
    0.628   -0.9250     0.074     0.002     0.532
    0.628   -0.9250     0.074     0.002     0.532
    0.639   -0.9273     0.074     0.002     0.532
    0.651   -0.9338     0.072     0.002     0.532
    0.663   -0.9438     0.070     0.002     0.532
    0.674   -0.9562     0.066     0.002     0.532
    0.686   -0.9709     0.076     0.002     0.528
    0.698   -0.9906     0.076     0.002     0.528
    0.710   -1.0136     0.076     0.004     0.520
    0.721   -1.0397     0.078     0.004     0.520
    0.733   -1.0687     0.078     0.004     0.516
    0.745   -1.1004     0.078     0.004     0.512
    0.756   -1.1346     0.080     0.004     0.508
    0.768   -1.1711     0.080     0.004     0.508
    0.780   -1.2098     0.080     0.006     0.504
    0.791   -1.2502     0.082     0.006     0.500
    0.803   -1.2924     0.082     0.006     0.496
    0.815   -1.3359     0.082     0.006     0.496
    0.826   -1.3806     0.084     0.006     0.488
    0.838   -1.4015     0.062     0.028     0.476
    0.850   -1.3971     0.062     0.028     0.472
    0.850   -1.3971     0.062     0.028     0.472
    0.885   -1.3817     0.058     0.026     0.476
    0.920   -1.3631     0.056     0.024     0.480
    0.955   -1.3414     0.052     0.022     0.480
    0.990   -1.3172     0.050     0.020     0.488
    1.025   -1.2907     0.046     0.018     0.492
    1.060   -1.2580     0.026     0.030     0.492
    1.095   -1.1626     0.042     0.040     0.484
    1.130   -1.1224     0.022     0.012     0.528
    1.165   -1.0883     0.018     0.012     0.532
    1.200   -1.0522     0.016     0.010     0.536
    1.235   -1.0112     0.020     0.006     0.530
    1.270   -0.9596     0.016     0.004     0.540
    1.305   -0.9109     0.012     0.004     0.546
    1.340   -0.8371     0.070     0.034     0.520
    1.375   -0.7784     0.000     0.000     0.568
    1.410   -0.7601     0.000     0.000     0.568
    1.445   -0.7467     0.000     0.000     0.568
    1.480   -0.7386     0.000     0.000     0.570
    1.516   -0.7359     0.000     0.000     0.568
    1.516   -0.7359     0.000     0.000     0.568
    1.544   -0.7383     0.000     0.000     0.570
    1.573   -0.7455     0.000     0.000     0.570
    1.601   -0.7573     0.000     0.000     0.570
    1.630   -0.7735     0.000     0.000     0.564
    1.659   -0.7937     0.000     0.000     0.564
    1.687   -0.8345     0.014     0.002     0.554
    1.716   -0.8417     0.018     0.004     0.550
    1.744   -0.8419     0.024     0.005     0.548
    1.773   -0.8364     0.028     0.006     0.544
    1.802   -0.8263     0.032     0.006     0.542
    1.830   -0.8126     0.036     0.006     0.544
    1.859   -0.7960     0.038     0.009     0.544
    1.888   -0.7770     0.040     0.009     0.542
    1.916   -0.7561     0.042     0.009     0.544
    1.945   -0.7336     0.044     0.009     0.544
    1.973   -0.7100     0.046     0.011     0.542
    2.002   -0.6854     0.048     0.012     0.544
    2.031   -0.6606     0.050     0.015     0.544
    2.059   -0.6421     0.062     0.020     0.540
    2.059   -0.6421     0.062     0.020     0.540
    2.083   -0.6684     0.054     0.015     0.540
    2.106   -0.7117     0.054     0.016     0.538
    2.129   -0.7662     0.056     0.017     0.532
    2.153   -0.8314     0.058     0.019     0.524
    2.176   -0.9067     0.060     0.019     0.520
    2.199   -0.9907     0.062     0.020     0.514
    2.223   -1.0817     0.062     0.020     0.504
    2.246   -1.1776     0.064     0.021     0.502
    2.269   -1.2757     0.064     0.021     0.492
    2.293   -1.3118     0.026     0.011     0.508
    2.316   -1.3614     0.030     0.015     0.500
    2.340   -1.4194     0.032     0.016     0.494
    2.363   -1.4774     0.034     0.016     0.488
    2.386   -1.4480     0.056     0.029     0.480
    2.410   -1.3811     0.058     0.031     0.486
    2.433   -1.3132     0.058     0.031     0.488
    2.456   -1.2473     0.060     0.030     0.496
    2.480   -1.1858     0.060     0.028     0.500
    2.503   -1.1318     0.061     0.029     0.500
    2.503   -1.1318     0.061     0.029     0.500
    2.520   -1.1344     0.061     0.029     0.500
    2.536   -1.1417     0.061     0.027     0.504
    2.553   -1.1526     0.061     0.027     0.502
    2.569   -1.1654     0.061     0.026     0.501
    2.586   -1.1778     0.063     0.024     0.502
    2.602   -1.1872     0.064     0.020     0.502
    2.619   -1.1901     0.065     0.018     0.506
    2.635   -1.1833     0.066     0.013     0.509
    2.652   -1.1656     0.066     0.008     0.512
    2.668   -1.1394     0.065     0.006     0.516
    2.685   -1.1081     0.065     0.005     0.519
    2.701   -1.0751     0.065     0.003     0.522
    2.718   -1.0423     0.066     0.003     0.526
    2.734   -1.0114     0.066     0.002     0.528
    2.751   -0.9834     0.068     0.002     0.530
    2.767   -0.9596     0.070     0.002     0.532
    2.784   -0.9411     0.072     0.002     0.532
    2.800   -0.9291     0.074     0.002     0.532
    2.817   -0.9250     0.074     0.002     0.532
 
# Band-Index   40
    2.817   -0.9250     0.074     0.002     0.532
    2.800   -0.9291     0.074     0.002     0.532
    2.784   -0.9410     0.072     0.002     0.532
    2.767   -0.9596     0.070     0.002     0.532
    2.751   -0.9834     0.068     0.002     0.530
    2.734   -1.0114     0.066     0.002     0.528
    2.718   -1.0423     0.066     0.003     0.526
    2.701   -1.0750     0.065     0.003     0.522
    2.685   -1.1081     0.065     0.005     0.519
    2.668   -1.1393     0.065     0.006     0.516
    2.652   -1.1656     0.066     0.008     0.512
    2.635   -1.1833     0.066     0.013     0.509
    2.619   -1.1901     0.065     0.018     0.506
    2.602   -1.1872     0.064     0.020     0.502
    2.586   -1.1778     0.063     0.024     0.502
    2.569   -1.1654     0.061     0.026     0.501
    2.553   -1.1526     0.061     0.027     0.502
    2.536   -1.1417     0.061     0.027     0.504
    2.520   -1.1344     0.061     0.029     0.500
    2.503   -1.1318     0.061     0.029     0.500
    2.503   -1.1318     0.061     0.029     0.500
    2.480   -1.0906     0.060     0.027     0.506
    2.456   -1.0698     0.056     0.024     0.512
    2.433   -1.0718     0.050     0.019     0.514
    2.410   -1.0888     0.046     0.015     0.512
    2.386   -1.1114     0.042     0.011     0.514
    2.363   -1.1333     0.040     0.010     0.518
    2.340   -1.1499     0.038     0.009     0.518
    2.316   -1.1557     0.038     0.008     0.514
    2.293   -1.1430     0.038     0.008     0.516
    2.269   -1.1058     0.038     0.011     0.516
    2.246   -1.0496     0.038     0.012     0.520
    2.223   -0.9852     0.040     0.012     0.524
    2.199   -0.9197     0.040     0.012     0.526
    2.176   -0.8567     0.040     0.012     0.530
    2.153   -0.7987     0.042     0.012     0.538
    2.129   -0.7469     0.044     0.013     0.538
    2.106   -0.7022     0.046     0.012     0.542
    2.083   -0.6652     0.050     0.015     0.542
    2.059   -0.6421     0.062     0.019     0.540
    2.059   -0.6421     0.062     0.019     0.540
    2.031   -0.6606     0.050     0.014     0.544
    2.002   -0.6854     0.048     0.012     0.544
    1.973   -0.7100     0.046     0.011     0.544
    1.945   -0.7336     0.044     0.011     0.544
    1.916   -0.7561     0.042     0.008     0.544
    1.888   -0.7770     0.040     0.008     0.544
    1.859   -0.7960     0.038     0.008     0.544
    1.830   -0.8126     0.036     0.008     0.544
    1.802   -0.8263     0.032     0.008     0.544
    1.773   -0.8364     0.028     0.005     0.546
    1.744   -0.8419     0.024     0.004     0.550
    1.716   -0.8417     0.018     0.004     0.550
    1.687   -0.8175     0.000     0.000     0.564
    1.659   -0.7612     0.068     0.047     0.514
    1.630   -0.6231     0.066     0.043     0.524
    1.601   -0.5067     0.062     0.042     0.534
    1.573   -0.4176     0.058     0.039     0.542
    1.544   -0.3614     0.056     0.039     0.546
    1.516   -0.3421     0.056     0.038     0.548
    1.516   -0.3421     0.056     0.038     0.548
    1.480   -0.3690     0.058     0.038     0.548
    1.445   -0.4457     0.060     0.040     0.540
    1.410   -0.5617     0.064     0.040     0.528
    1.375   -0.7003     0.068     0.042     0.520
    1.340   -0.8009     0.002     0.000     0.564
    1.305   -0.8269     0.004     0.000     0.560
    1.270   -0.8552     0.006     0.002     0.556
    1.235   -0.8844     0.010     0.002     0.556
    1.200   -0.9134     0.016     0.002     0.548
    1.165   -0.9409     0.020     0.002     0.544
    1.130   -1.0424     0.054     0.042     0.488
    1.095   -1.1536     0.024     0.012     0.524
    1.060   -1.1808     0.026     0.012     0.528
    1.025   -1.2028     0.028     0.012     0.524
    0.990   -1.2177     0.030     0.010     0.524
    0.955   -1.2239     0.034     0.008     0.520
    0.920   -1.2198     0.038     0.006     0.520
    0.885   -1.2045     0.042     0.004     0.520
    0.850   -1.1782     0.044     0.002     0.524
    0.850   -1.1782     0.044     0.002     0.524
    0.838   -1.1672     0.046     0.002     0.524
    0.826   -1.1552     0.046     0.002     0.528
    0.815   -1.1423     0.048     0.002     0.524
    0.803   -1.1286     0.050     0.002     0.528
    0.791   -1.1141     0.050     0.002     0.528
    0.780   -1.0990     0.052     0.002     0.524
    0.768   -1.0834     0.052     0.002     0.528
    0.756   -1.0673     0.054     0.002     0.528
    0.745   -1.0510     0.054     0.002     0.532
    0.733   -1.0345     0.056     0.002     0.532
    0.721   -1.0179     0.058     0.002     0.532
    0.710   -1.0016     0.060     0.002     0.532
    0.698   -0.9856     0.062     0.002     0.532
    0.686   -0.9703     0.064     0.002     0.532
    0.674   -0.9545     0.076     0.002     0.532
    0.663   -0.9417     0.076     0.002     0.532
    0.651   -0.9324     0.076     0.002     0.532
    0.639   -0.9268     0.074     0.002     0.532
    0.628   -0.9250     0.074     0.002     0.532
    0.628   -0.9250     0.074     0.002     0.532
    0.595   -0.9231     0.074     0.002     0.532
    0.562   -0.9174     0.074     0.002     0.532
    0.529   -0.9073     0.074     0.004     0.532
    0.496   -0.8919     0.074     0.006     0.532
    0.463   -0.8699     0.074     0.008     0.532
    0.430   -0.8395     0.072     0.014     0.528
    0.396   -0.8000     0.070     0.020     0.528
    0.363   -0.7523     0.066     0.024     0.528
    0.330   -0.7425     0.006     0.000     0.568
    0.297   -0.7415     0.006     0.000     0.568
    0.264   -0.7405     0.004     0.000     0.568
    0.231   -0.7396     0.004     0.000     0.568
    0.198   -0.7387     0.002     0.000     0.568
    0.165   -0.7379     0.002     0.000     0.568
    0.132   -0.6158     0.066     0.040     0.528
    0.099   -0.5032     0.062     0.040     0.536
    0.066   -0.4163     0.060     0.040     0.544
    0.033   -0.3611     0.056     0.036     0.544
    0.000   -0.3421     0.056     0.038     0.548
 
# Band-Index   41
    0.000   -0.3421     0.056     0.037     0.550
    0.033   -0.3464     0.056     0.038     0.548
    0.066   -0.3591     0.056     0.038     0.548
    0.099   -0.3801     0.056     0.038     0.548
    0.132   -0.4089     0.056     0.036     0.544
    0.165   -0.4449     0.056     0.036     0.540
    0.198   -0.4875     0.056     0.036     0.536
    0.231   -0.5357     0.058     0.034     0.536
    0.264   -0.5882     0.060     0.032     0.532
    0.297   -0.6434     0.062     0.032     0.532
    0.330   -0.6991     0.064     0.028     0.528
    0.363   -0.7523     0.066     0.024     0.528
    0.396   -0.8000     0.070     0.020     0.528
    0.430   -0.7977     0.020     0.000     0.552
    0.463   -0.7869     0.020     0.000     0.552
    0.496   -0.7781     0.020     0.000     0.556
    0.529   -0.7709     0.018     0.000     0.556
    0.562   -0.7651     0.018     0.000     0.556
    0.595   -0.7605     0.018     0.000     0.556
    0.628   -0.7568     0.016     0.000     0.556
    0.628   -0.7568     0.016     0.000     0.556
    0.639   -0.7579     0.016     0.000     0.560
    0.651   -0.7612     0.016     0.000     0.560
    0.663   -0.7666     0.016     0.000     0.556
    0.674   -0.7740     0.018     0.000     0.556
    0.686   -0.7834     0.018     0.000     0.556
    0.698   -0.7945     0.018     0.000     0.552
    0.710   -0.8073     0.018     0.000     0.552
    0.721   -0.8214     0.018     0.000     0.552
    0.733   -0.8367     0.020     0.000     0.548
    0.745   -0.8530     0.020     0.000     0.548
    0.756   -0.8698     0.020     0.000     0.548
    0.768   -0.8870     0.022     0.000     0.544
    0.780   -0.9043     0.024     0.000     0.544
    0.791   -0.9213     0.024     0.000     0.540
    0.803   -0.9377     0.026     0.000     0.540
    0.815   -0.9534     0.028     0.000     0.536
    0.826   -0.9680     0.028     0.000     0.536
    0.838   -0.9813     0.030     0.000     0.532
    0.850   -0.9933     0.032     0.000     0.536
    0.850   -0.9933     0.032     0.000     0.536
    0.885   -1.0205     0.036     0.000     0.532
    0.920   -1.0350     0.040     0.002     0.528
    0.955   -1.0388     0.040     0.002     0.532
    0.990   -1.0343     0.040     0.004     0.528
    1.025   -1.0236     0.038     0.004     0.532
    1.060   -1.0081     0.036     0.004     0.532
    1.095   -0.9888     0.032     0.004     0.540
    1.130   -0.9662     0.026     0.002     0.540
    1.165   -0.9239     0.056     0.042     0.496
    1.200   -0.8132     0.056     0.042     0.504
    1.235   -0.7125     0.056     0.040     0.516
    1.270   -0.6228     0.056     0.038     0.520
    1.305   -0.5451     0.056     0.038     0.532
    1.340   -0.4800     0.056     0.038     0.536
    1.375   -0.4279     0.056     0.038     0.540
    1.410   -0.3887     0.056     0.038     0.544
    1.445   -0.3621     0.056     0.036     0.548
    1.480   -0.3470     0.056     0.036     0.548
    1.516   -0.3421     0.056     0.037     0.550
    1.516   -0.3421     0.056     0.037     0.550
    1.544   -0.3428     0.056     0.038     0.550
    1.573   -0.3449     0.056     0.037     0.550
    1.601   -0.3485     0.056     0.037     0.550
    1.630   -0.3537     0.054     0.035     0.550
    1.659   -0.3605     0.054     0.033     0.550
    1.687   -0.3692     0.054     0.032     0.550
    1.716   -0.3797     0.052     0.030     0.552
    1.744   -0.3922     0.052     0.029     0.550
    1.773   -0.4066     0.052     0.027     0.552
    1.802   -0.4229     0.050     0.025     0.552
    1.830   -0.4412     0.050     0.024     0.552
    1.859   -0.4611     0.050     0.021     0.552
    1.888   -0.4827     0.050     0.021     0.550
    1.916   -0.5057     0.048     0.019     0.552
    1.945   -0.5298     0.048     0.018     0.550
    1.973   -0.5547     0.046     0.016     0.550
    2.002   -0.5802     0.044     0.014     0.552
    2.031   -0.6055     0.042     0.012     0.550
    2.059   -0.6241     0.030     0.007     0.552
    2.059   -0.6241     0.030     0.007     0.552
    2.083   -0.6078     0.042     0.012     0.552
    2.106   -0.5910     0.046     0.014     0.548
    2.129   -0.5795     0.048     0.014     0.552
    2.153   -0.5734     0.050     0.014     0.548
    2.176   -0.5725     0.052     0.016     0.550
    2.199   -0.5767     0.052     0.016     0.550
    2.223   -0.5858     0.052     0.016     0.548
    2.246   -0.5998     0.052     0.015     0.550
    2.269   -0.6185     0.052     0.015     0.546
    2.293   -0.6417     0.052     0.015     0.544
    2.316   -0.6691     0.052     0.015     0.542
    2.340   -0.7005     0.052     0.015     0.540
    2.363   -0.7352     0.052     0.015     0.542
    2.386   -0.7720     0.050     0.014     0.540
    2.410   -0.8088     0.048     0.011     0.538
    2.433   -0.8410     0.044     0.008     0.536
    2.456   -0.8604     0.038     0.004     0.538
    2.480   -0.8599     0.034     0.002     0.540
    2.503   -0.8426     0.033     0.000     0.542
    2.503   -0.8426     0.033     0.000     0.542
    2.520   -0.8405     0.034     0.001     0.541
    2.536   -0.8347     0.035     0.002     0.542
    2.553   -0.8258     0.035     0.002     0.542
    2.569   -0.8150     0.035     0.002     0.543
    2.586   -0.8032     0.035     0.002     0.544
    2.602   -0.7913     0.034     0.002     0.546
    2.619   -0.7798     0.034     0.002     0.546
    2.635   -0.7695     0.033     0.002     0.548
    2.652   -0.7605     0.033     0.002     0.550
    2.668   -0.7532     0.032     0.002     0.551
    2.685   -0.7479     0.031     0.001     0.553
    2.701   -0.7445     0.030     0.000     0.552
    2.718   -0.7432     0.028     0.000     0.552
    2.734   -0.7437     0.026     0.000     0.556
    2.751   -0.7459     0.024     0.000     0.556
    2.767   -0.7492     0.022     0.000     0.557
    2.784   -0.7529     0.020     0.000     0.558
    2.800   -0.7557     0.018     0.000     0.557
    2.817   -0.7568     0.016     0.000     0.556
 
# Band-Index   42
    2.817   -0.7568     0.016     0.000     0.556
    2.800   -0.7557     0.018     0.000     0.557
    2.784   -0.7528     0.020     0.000     0.558
    2.767   -0.7492     0.022     0.000     0.557
    2.751   -0.7459     0.024     0.000     0.556
    2.734   -0.7437     0.026     0.000     0.556
    2.718   -0.7432     0.028     0.000     0.552
    2.701   -0.7445     0.030     0.000     0.552
    2.685   -0.7478     0.031     0.001     0.553
    2.668   -0.7532     0.032     0.002     0.551
    2.652   -0.7605     0.033     0.002     0.550
    2.635   -0.7694     0.033     0.002     0.548
    2.619   -0.7798     0.034     0.002     0.546
    2.602   -0.7912     0.034     0.002     0.546
    2.586   -0.8032     0.035     0.002     0.544
    2.569   -0.8150     0.035     0.002     0.543
    2.553   -0.8258     0.035     0.002     0.542
    2.536   -0.8346     0.035     0.002     0.542
    2.520   -0.8405     0.034     0.001     0.541
    2.503   -0.8426     0.033     0.000     0.542
    2.503   -0.8426     0.033     0.000     0.542
    2.480   -0.8163     0.034     0.001     0.544
    2.456   -0.7864     0.034     0.003     0.548
    2.433   -0.7558     0.034     0.003     0.548
    2.410   -0.7258     0.036     0.003     0.548
    2.386   -0.6975     0.036     0.004     0.552
    2.363   -0.6713     0.036     0.004     0.550
    2.340   -0.6477     0.036     0.004     0.552
    2.316   -0.6269     0.036     0.004     0.556
    2.293   -0.6091     0.036     0.006     0.556
    2.269   -0.5944     0.036     0.006     0.558
    2.246   -0.5830     0.036     0.006     0.558
    2.223   -0.5749     0.036     0.006     0.558
    2.199   -0.5702     0.038     0.007     0.556
    2.176   -0.5689     0.038     0.009     0.556
    2.153   -0.5714     0.038     0.009     0.556
    2.129   -0.5781     0.040     0.009     0.552
    2.106   -0.5896     0.040     0.009     0.554
    2.083   -0.6067     0.040     0.009     0.552
    2.059   -0.6241     0.030     0.006     0.552
    2.059   -0.6241     0.030     0.006     0.552
    2.031   -0.6055     0.042     0.012     0.550
    2.002   -0.5802     0.044     0.014     0.548
    1.973   -0.5547     0.046     0.016     0.550
    1.945   -0.5298     0.048     0.018     0.552
    1.916   -0.5057     0.048     0.019     0.552
    1.888   -0.4827     0.050     0.020     0.552
    1.859   -0.4611     0.050     0.022     0.552
    1.830   -0.4412     0.050     0.024     0.552
    1.802   -0.4229     0.050     0.025     0.554
    1.773   -0.4066     0.052     0.026     0.552
    1.744   -0.3922     0.052     0.029     0.550
    1.716   -0.3797     0.052     0.031     0.552
    1.687   -0.3692     0.054     0.032     0.552
    1.659   -0.3605     0.054     0.033     0.550
    1.630   -0.3537     0.054     0.035     0.552
    1.601   -0.3485     0.056     0.037     0.548
    1.573   -0.3449     0.056     0.037     0.550
    1.544   -0.3428     0.056     0.037     0.552
    1.516   -0.3421     0.056     0.038     0.550
    1.516   -0.3421     0.056     0.038     0.550
    1.480   -0.3412     0.056     0.038     0.552
    1.445   -0.3388     0.056     0.036     0.548
    1.410   -0.3351     0.054     0.034     0.552
    1.375   -0.3307     0.054     0.032     0.556
    1.340   -0.3261     0.052     0.030     0.556
    1.305   -0.3219     0.052     0.030     0.556
    1.270   -0.3187     0.050     0.026     0.564
    1.235   -0.3169     0.050     0.024     0.564
    1.200   -0.3171     0.048     0.020     0.564
    1.165   -0.3196     0.048     0.018     0.568
    1.130   -0.3250     0.046     0.018     0.568
    1.095   -0.3335     0.046     0.014     0.568
    1.060   -0.3456     0.046     0.014     0.568
    1.025   -0.3616     0.044     0.010     0.572
    0.990   -0.3816     0.044     0.008     0.572
    0.955   -0.4059     0.042     0.006     0.572
    0.920   -0.4344     0.042     0.006     0.568
    0.885   -0.4673     0.042     0.004     0.568
    0.850   -0.5044     0.040     0.004     0.568
    0.850   -0.5044     0.040     0.004     0.568
    0.838   -0.5176     0.040     0.002     0.568
    0.826   -0.5313     0.040     0.002     0.568
    0.815   -0.5453     0.040     0.002     0.568
    0.803   -0.5597     0.038     0.002     0.564
    0.791   -0.5745     0.038     0.002     0.564
    0.780   -0.5896     0.038     0.002     0.560
    0.768   -0.6050     0.036     0.002     0.564
    0.756   -0.6205     0.036     0.002     0.564
    0.745   -0.6362     0.034     0.000     0.564
    0.733   -0.6520     0.034     0.000     0.560
    0.721   -0.6678     0.032     0.000     0.560
    0.710   -0.6834     0.032     0.000     0.560
    0.698   -0.6986     0.030     0.000     0.556
    0.686   -0.7132     0.028     0.000     0.560
    0.674   -0.7268     0.024     0.000     0.560
    0.663   -0.7387     0.022     0.000     0.556
    0.651   -0.7483     0.020     0.000     0.560
    0.639   -0.7546     0.018     0.000     0.556
    0.628   -0.7568     0.016     0.000     0.556
    0.628   -0.7568     0.016     0.000     0.556
    0.595   -0.7539     0.016     0.000     0.560
    0.562   -0.7516     0.014     0.000     0.560
    0.529   -0.7498     0.014     0.000     0.560
    0.496   -0.7482     0.012     0.000     0.560
    0.463   -0.7469     0.012     0.000     0.560
    0.430   -0.7457     0.010     0.000     0.560
    0.396   -0.7446     0.008     0.000     0.560
    0.363   -0.7435     0.008     0.000     0.561
    0.330   -0.6991     0.064     0.028     0.528
    0.297   -0.6434     0.062     0.032     0.532
    0.264   -0.5882     0.060     0.032     0.532
    0.231   -0.5357     0.058     0.034     0.536
    0.198   -0.4875     0.056     0.036     0.536
    0.165   -0.4449     0.056     0.036     0.540
    0.132   -0.4089     0.056     0.036     0.544
    0.099   -0.3801     0.056     0.038     0.548
    0.066   -0.3591     0.056     0.038     0.548
    0.033   -0.3464     0.056     0.038     0.548
    0.000   -0.3421     0.056     0.038     0.550
 
# Band-Index   43
    0.000    2.1669     0.058     0.181     0.114
    0.033    2.1722     0.058     0.181     0.112
    0.066    2.1885     0.060     0.181     0.112
    0.099    2.2173     0.062     0.184     0.112
    0.132    2.2599     0.062     0.184     0.112
    0.165    2.3169     0.062     0.184     0.104
    0.198    2.3885     0.062     0.188     0.104
    0.231    2.4743     0.060     0.188     0.104
    0.264    2.5737     0.060     0.192     0.104
    0.297    2.6858     0.058     0.192     0.112
    0.330    2.8097     0.056     0.196     0.112
    0.363    2.9439     0.054     0.196     0.120
    0.396    3.0869     0.052     0.196     0.120
    0.430    3.2365     0.050     0.200     0.128
    0.463    3.3902     0.048     0.200     0.136
    0.496    3.5448     0.046     0.200     0.144
    0.529    3.6964     0.046     0.204     0.160
    0.562    3.8404     0.046     0.204     0.168
    0.595    3.9725     0.046     0.200     0.176
    0.628    4.0881     0.043     0.200     0.182
    0.628    4.0881     0.043     0.200     0.182
    0.639    4.0873     0.044     0.200     0.180
    0.651    4.0848     0.042     0.200     0.180
    0.663    4.0804     0.042     0.198     0.180
    0.674    4.0740     0.040     0.200     0.180
    0.686    4.0656     0.040     0.198     0.180
    0.698    4.0549     0.038     0.198     0.176
    0.710    4.0419     0.038     0.196     0.176
    0.721    4.0267     0.038     0.194     0.168
    0.733    4.0093     0.038     0.192     0.168
    0.745    3.9897     0.038     0.188     0.164
    0.756    3.9682     0.038     0.186     0.164
    0.768    3.9448     0.040     0.184     0.160
    0.780    3.9197     0.042     0.182     0.156
    0.791    3.8932     0.044     0.178     0.152
    0.803    3.8653     0.044     0.176     0.148
    0.815    3.8362     0.048     0.172     0.148
    0.826    3.8060     0.050     0.172     0.144
    0.838    3.7750     0.052     0.168     0.140
    0.850    3.7431     0.054     0.166     0.140
    0.850    3.7431     0.054     0.166     0.140
    0.885    3.6434     0.060     0.160     0.132
