  #K-Path    Energy        Zn        Al         S
# NKPTS & NBANDS: 120  52
# Band-Index    1
    0.838   -3.5715     0.112     0.052     0.380
    0.850   -3.6105     0.112     0.052     0.376
    0.850   -3.6105     0.112     0.052     0.376
    0.885   -3.5288     0.022     0.056     0.376
    0.920   -3.4191     0.018     0.054     0.380
    0.955   -3.3008     0.016     0.054     0.384
    0.990   -3.1787     0.016     0.054     0.392
    1.025   -3.0710     0.030     0.050     0.392
    1.060   -2.9675     0.084     0.052     0.388
    1.095   -2.9061     0.050     0.054     0.396
    1.130   -2.8483     0.042     0.056     0.400
    1.165   -2.7889     0.036     0.056     0.404
    1.200   -2.7277     0.030     0.056     0.408
    1.235   -2.6649     0.026     0.058     0.416
    1.270   -2.6007     0.020     0.058     0.420
    1.305   -2.5352     0.016     0.058     0.428
    1.340   -2.4687     0.010     0.060     0.432
    1.375   -2.4026     0.006     0.062     0.436
    1.410   -2.3399     0.004     0.060     0.444
    1.445   -2.2862     0.002     0.062     0.448
    1.480   -2.2492     0.000     0.062     0.448
    1.516   -2.2360     0.000     0.061     0.452
    1.516   -2.2360     0.000     0.061     0.452
    1.544   -2.2425     0.000     0.061     0.450
    1.573   -2.2614     0.000     0.062     0.448
    1.601   -2.2903     0.002     0.062     0.444
    1.630   -2.3256     0.004     0.062     0.444
    1.659   -2.3630     0.006     0.061     0.438
    1.687   -2.3981     0.010     0.061     0.436
    1.716   -2.4276     0.016     0.061     0.432
    1.744   -2.4500     0.022     0.059     0.434
    1.773   -2.4665     0.026     0.058     0.430
    1.802   -2.4798     0.032     0.057     0.432
    1.830   -2.4941     0.034     0.055     0.432
    1.859   -2.5137     0.036     0.055     0.428
    1.888   -2.6832     0.146     0.038     0.394
    1.916   -2.8660     0.148     0.043     0.386
    1.945   -3.0445     0.150     0.044     0.380
    1.973   -3.0994     0.052     0.050     0.390
    2.002   -3.0590     0.054     0.049     0.394
    2.031   -3.0128     0.058     0.051     0.394
    2.059   -2.9853     0.064     0.051     0.398
    2.059   -2.9853     0.064     0.051     0.398
    2.083   -2.9913     0.062     0.051     0.398
    2.106   -3.0067     0.058     0.051     0.398
    2.129   -3.0275     0.056     0.050     0.394
    2.153   -3.0518     0.054     0.050     0.394
    2.176   -3.0788     0.054     0.051     0.394
    2.199   -3.1089     0.052     0.051     0.394
    2.223   -3.1421     0.052     0.051     0.394
    2.246   -3.1786     0.050     0.050     0.392
    2.269   -3.2178     0.046     0.050     0.390
    2.293   -3.2588     0.042     0.048     0.394
    2.316   -3.3123     0.030     0.052     0.384
    2.340   -3.3764     0.032     0.053     0.382
    2.363   -3.4377     0.036     0.054     0.380
    2.386   -3.4956     0.040     0.055     0.380
    2.410   -3.5502     0.046     0.057     0.378
    2.433   -3.6023     0.050     0.060     0.378
    2.456   -3.6526     0.052     0.061     0.376
    2.480   -3.6797     0.028     0.048     0.392
    2.503   -3.6366     0.024     0.043     0.396
    2.503   -3.6366     0.024     0.043     0.396
    2.520   -3.6273     0.028     0.043     0.397
    2.536   -3.6038     0.034     0.045     0.396
    2.553   -3.5725     0.038     0.047     0.400
    2.569   -3.5369     0.044     0.048     0.400
    2.586   -3.4987     0.047     0.048     0.403
    2.602   -3.4589     0.051     0.046     0.406
    2.619   -3.4184     0.054     0.046     0.408
    2.635   -3.3778     0.057     0.046     0.410
    2.652   -3.3377     0.059     0.046     0.412
    2.668   -3.2986     0.061     0.044     0.416
    2.685   -3.2611     0.063     0.043     0.419
    2.701   -3.2259     0.065     0.043     0.422
    2.718   -3.1936     0.067     0.042     0.422
    2.734   -3.1650     0.068     0.040     0.425
    2.751   -3.1414     0.068     0.040     0.425
    2.767   -3.1299     0.062     0.042     0.405
    2.784   -3.1615     0.068     0.048     0.376
    2.800   -3.2010     0.070     0.048     0.376
    2.817   -3.2205     0.068     0.046     0.376
 
# Band-Index   30
    2.817   -3.2205     0.068     0.046     0.376
    2.800   -3.2009     0.070     0.048     0.376
    2.784   -3.1615     0.068     0.048     0.376
    2.767   -3.1298     0.062     0.042     0.404
    2.751   -3.1414     0.068     0.040     0.425
    2.734   -3.1650     0.068     0.040     0.425
    2.718   -3.1936     0.067     0.042     0.422
    2.701   -3.2259     0.065     0.043     0.422
    2.685   -3.2611     0.063     0.043     0.419
    2.668   -3.2986     0.061     0.044     0.416
    2.652   -3.3377     0.059     0.046     0.412
    2.635   -3.3778     0.057     0.046     0.410
    2.619   -3.4184     0.054     0.046     0.408
    2.602   -3.4589     0.051     0.046     0.406
    2.586   -3.4986     0.047     0.048     0.403
    2.569   -3.5369     0.044     0.048     0.400
    2.553   -3.5725     0.038     0.047     0.400
    2.536   -3.6038     0.034     0.045     0.396
    2.520   -3.6273     0.028     0.043     0.397
    2.503   -3.6366     0.024     0.043     0.397
    2.503   -3.6366     0.024     0.043     0.397
    2.480   -3.5889     0.026     0.041     0.400
    2.456   -3.5432     0.026     0.042     0.398
    2.433   -3.5003     0.026     0.041     0.398
    2.410   -3.4596     0.028     0.043     0.398
    2.386   -3.4203     0.030     0.044     0.398
    2.363   -3.3812     0.032     0.045     0.394
    2.340   -3.3413     0.034     0.046     0.394
    2.316   -3.3004     0.038     0.048     0.392
    2.293   -3.2469     0.028     0.051     0.388
    2.269   -3.1820     0.026     0.051     0.388
    2.246   -3.1195     0.026     0.050     0.394
    2.223   -3.0612     0.026     0.049     0.394
    2.199   -3.0086     0.028     0.048     0.396
    2.176   -2.9630     0.028     0.048     0.398
    2.153   -2.9252     0.028     0.047     0.402
    2.129   -2.8958     0.030     0.047     0.402
    2.106   -2.8751     0.028     0.046     0.404
    2.083   -2.8638     0.026     0.046     0.404
    2.059   -2.8624     0.022     0.046     0.404
    2.059   -2.8624     0.022     0.046     0.404
    2.031   -2.8292     0.028     0.048     0.406
    2.002   -2.7663     0.032     0.049     0.412
    1.973   -2.6993     0.034     0.050     0.416
    1.945   -2.6368     0.036     0.051     0.418
    1.916   -2.5837     0.036     0.053     0.424
    1.888   -2.5426     0.036     0.053     0.428
    1.859   -2.5137     0.036     0.055     0.428
    1.830   -2.4941     0.034     0.056     0.432
    1.802   -2.4798     0.032     0.056     0.430
    1.773   -2.4665     0.026     0.058     0.430
    1.744   -2.4500     0.022     0.058     0.434
    1.716   -2.4276     0.016     0.061     0.434
    1.687   -2.3981     0.010     0.061     0.436
    1.659   -2.3630     0.006     0.061     0.440
    1.630   -2.3256     0.004     0.061     0.442
    1.601   -2.2903     0.002     0.062     0.446
    1.573   -2.2614     0.000     0.062     0.450
    1.544   -2.2425     0.000     0.061     0.452
    1.516   -2.2360     0.000     0.061     0.452
    1.516   -2.2360     0.000     0.061     0.452
    1.480   -2.2387     0.000     0.061     0.452
    1.445   -2.2466     0.002     0.062     0.448
    1.410   -2.2585     0.002     0.062     0.448
    1.375   -2.2725     0.004     0.064     0.444
    1.340   -2.2864     0.006     0.064     0.438
    1.305   -2.2981     0.002     0.062     0.444
    1.270   -2.3273     0.002     0.062     0.444
    1.235   -2.3700     0.004     0.060     0.438
    1.200   -2.4324     0.006     0.058     0.436
    1.165   -2.5183     0.010     0.056     0.432
    1.130   -2.6259     0.012     0.054     0.424
    1.095   -2.7482     0.018     0.052     0.420
    1.060   -2.8878     0.072     0.078     0.404
    1.025   -3.0011     0.030     0.058     0.392
    0.990   -3.0514     0.042     0.054     0.384
    0.955   -3.0952     0.046     0.054     0.384
    0.920   -3.1340     0.050     0.052     0.380
    0.885   -3.1677     0.052     0.052     0.380
    0.850   -3.1951     0.054     0.052     0.380
    0.850   -3.1951     0.054     0.052     0.380
    0.838   -3.2026     0.054     0.050     0.380
    0.826   -3.2090     0.054     0.050     0.384
    0.815   -3.2141     0.054     0.048     0.384
    0.803   -3.2177     0.052     0.048     0.384
    0.791   -3.2193     0.052     0.046     0.392
    0.780   -3.2184     0.052     0.044     0.396
    0.768   -3.2143     0.054     0.042     0.400
    0.756   -3.2068     0.056     0.040     0.408
    0.745   -3.2000     0.068     0.046     0.380
    0.733   -3.2039     0.068     0.046     0.380
    0.721   -3.2052     0.066     0.044     0.420
    0.710   -3.1801     0.066     0.042     0.424
    0.698   -3.1582     0.068     0.042     0.424
    0.686   -3.1399     0.068     0.040     0.424
    0.674   -3.1266     0.066     0.040     0.424
    0.663   -3.1280     0.064     0.044     0.396
    0.651   -3.1623     0.068     0.048     0.376
    0.639   -3.2012     0.070     0.046     0.376
    0.628   -3.2205     0.068     0.046     0.376
    0.628   -3.2205     0.068     0.046     0.376
    0.595   -3.2251     0.066     0.046     0.376
    0.562   -3.2357     0.066     0.046     0.376
    0.529   -3.2069     0.142     0.040     0.352
    0.496   -3.0922     0.150     0.036     0.360
    0.463   -2.9534     0.154     0.032     0.368
    0.430   -2.7982     0.154     0.028     0.376
    0.396   -2.6323     0.154     0.024     0.384
    0.363   -2.4600     0.152     0.024     0.400
    0.330   -2.2850     0.150     0.020     0.408
    0.297   -2.1946     0.022     0.060     0.444
    0.264   -2.2236     0.018     0.060     0.444
    0.231   -2.2446     0.014     0.060     0.444
    0.198   -2.2573     0.010     0.062     0.444
    0.165   -2.2619     0.008     0.062     0.444
    0.132   -2.2596     0.004     0.064     0.448
    0.099   -2.2529     0.002     0.062     0.448
    0.066   -2.2448     0.000     0.062     0.448
    0.033   -2.2384     0.000     0.062     0.452
    0.000   -2.2360     0.000     0.061     0.452
 
# Band-Index   31
    0.000   -2.2359     0.000     0.063     0.450
    0.033   -2.2384     0.000     0.062     0.452
    0.066   -2.2448     0.000     0.062     0.450
    0.099   -2.2529     0.002     0.062     0.448
    0.132   -2.2596     0.004     0.064     0.446
    0.165   -2.2618     0.008     0.062     0.444
    0.198   -2.2572     0.010     0.062     0.444
    0.231   -2.2446     0.014     0.060     0.444
    0.264   -2.2235     0.018     0.060     0.444
    0.297   -2.1946     0.022     0.060     0.444
    0.330   -2.1586     0.026     0.058     0.444
    0.363   -2.2455     0.038     0.052     0.424
    0.396   -2.4175     0.042     0.060     0.416
    0.430   -2.5885     0.046     0.064     0.400
    0.463   -2.7551     0.050     0.068     0.392
    0.496   -2.9133     0.056     0.068     0.376
    0.529   -3.0580     0.062     0.072     0.368
    0.562   -3.1822     0.068     0.068     0.360
    0.595   -3.2251     0.066     0.046     0.376
    0.628   -3.0887     0.078     0.040     0.428
    0.628   -3.0887     0.078     0.040     0.428
    0.639   -3.0901     0.078     0.040     0.432
    0.651   -3.0944     0.076     0.038     0.428
    0.663   -3.1014     0.076     0.038     0.432
    0.674   -3.1110     0.074     0.040     0.432
    0.686   -3.1227     0.074     0.038     0.428
    0.698   -3.1363     0.072     0.038     0.428
    0.710   -3.1513     0.070     0.038     0.424
    0.721   -3.1668     0.066     0.038     0.424
    0.733   -3.1820     0.062     0.038     0.420
    0.745   -3.1957     0.058     0.038     0.416
    0.756   -3.1958     0.068     0.046     0.380
    0.768   -3.1911     0.068     0.046     0.380
    0.780   -3.1861     0.068     0.046     0.380
    0.791   -3.1808     0.068     0.046     0.380
    0.803   -3.1750     0.068     0.046     0.380
    0.815   -3.1689     0.068     0.046     0.380
    0.826   -3.1625     0.068     0.046     0.380
    0.838   -3.1557     0.070     0.046     0.384
    0.850   -3.1486     0.070     0.046     0.384
    0.850   -3.1486     0.070     0.046     0.384
    0.885   -3.1253     0.070     0.046     0.384
    0.920   -3.0991     0.072     0.046     0.388
    0.955   -3.0698     0.072     0.046     0.396
    0.990   -3.0350     0.072     0.046     0.396
    1.025   -2.9797     0.058     0.048     0.404
    1.060   -2.8743     0.028     0.052     0.412
    1.095   -2.6623     0.098     0.074     0.408
    1.130   -2.4280     0.100     0.070     0.416
    1.165   -2.2643     0.018     0.064     0.424
    1.200   -2.2890     0.016     0.064     0.424
    1.235   -2.3014     0.012     0.065     0.428
    1.270   -2.3035     0.010     0.066     0.428
    1.305   -2.2976     0.008     0.064     0.436
    1.340   -2.2773     0.000     0.060     0.448
    1.375   -2.2620     0.000     0.060     0.448
    1.410   -2.2506     0.000     0.062     0.448
    1.445   -2.2425     0.000     0.062     0.452
    1.480   -2.2376     0.000     0.062     0.450
    1.516   -2.2359     0.000     0.063     0.450
    1.516   -2.2359     0.000     0.063     0.450
    1.544   -2.2347     0.000     0.063     0.450
    1.573   -2.2308     0.000     0.063     0.450
    1.601   -2.2245     0.000     0.063     0.450
    1.630   -2.2157     0.000     0.063     0.450
    1.659   -2.2045     0.000     0.063     0.450
    1.687   -2.1912     0.000     0.063     0.450
    1.716   -2.1759     0.000     0.063     0.456
    1.744   -2.1587     0.000     0.063     0.456
    1.773   -2.1401     0.000     0.063     0.456
    1.802   -2.1451     0.142     0.024     0.420
    1.830   -2.3204     0.144     0.029     0.408
    1.859   -2.5004     0.146     0.033     0.404
    1.888   -2.5426     0.036     0.053     0.424
    1.916   -2.5837     0.036     0.054     0.424
    1.945   -2.6368     0.036     0.051     0.420
    1.973   -2.6993     0.034     0.049     0.416
    2.002   -2.7663     0.032     0.049     0.410
    2.031   -2.8292     0.028     0.048     0.406
    2.059   -2.8624     0.022     0.046     0.404
    2.059   -2.8624     0.022     0.046     0.404
    2.083   -2.8562     0.026     0.047     0.402
    2.106   -2.8408     0.030     0.048     0.404
    2.129   -2.8207     0.036     0.047     0.406
    2.153   -2.7993     0.040     0.047     0.404
    2.176   -2.7784     0.044     0.049     0.404
    2.199   -2.7589     0.048     0.049     0.404
    2.223   -2.7414     0.052     0.050     0.406
    2.246   -2.7258     0.054     0.051     0.408
    2.269   -2.7118     0.058     0.050     0.404
    2.293   -2.6987     0.060     0.051     0.402
    2.316   -2.6857     0.062     0.050     0.400
    2.340   -2.6716     0.066     0.050     0.402
    2.363   -2.6553     0.068     0.049     0.400
    2.386   -2.6355     0.070     0.051     0.400
    2.410   -2.6110     0.074     0.049     0.398
    2.433   -2.5806     0.076     0.049     0.400
    2.456   -2.5437     0.078     0.046     0.402
    2.480   -2.5002     0.080     0.045     0.402
    2.503   -2.4508     0.081     0.044     0.406
    2.503   -2.4508     0.081     0.044     0.406
    2.520   -2.4564     0.081     0.045     0.404
    2.536   -2.4726     0.080     0.045     0.404
    2.553   -2.4980     0.079     0.046     0.402
    2.569   -2.5305     0.078     0.047     0.401
    2.586   -2.5685     0.077     0.047     0.398
    2.602   -2.6107     0.077     0.047     0.395
    2.619   -2.6558     0.076     0.048     0.394
    2.635   -2.7032     0.076     0.048     0.392
    2.652   -2.7523     0.076     0.049     0.388
    2.668   -2.8025     0.076     0.049     0.386
    2.685   -2.8534     0.076     0.050     0.384
    2.701   -2.9047     0.076     0.049     0.382
    2.718   -2.9562     0.077     0.050     0.380
    2.734   -3.0072     0.078     0.049     0.378
    2.751   -3.0569     0.080     0.050     0.380
    2.767   -3.0980     0.086     0.048     0.399
    2.784   -3.0990     0.079     0.040     0.428
    2.800   -3.0915     0.078     0.040     0.430
    2.817   -3.0887     0.078     0.040     0.428
 
# Band-Index   32
    2.817   -3.0887     0.078     0.040     0.428
    2.800   -3.0915     0.078     0.040     0.430
    2.784   -3.0990     0.079     0.040     0.428
    2.767   -3.0980     0.086     0.048     0.399
    2.751   -3.0569     0.080     0.050     0.380
    2.734   -3.0072     0.078     0.049     0.378
    2.718   -2.9561     0.077     0.050     0.380
    2.701   -2.9047     0.076     0.049     0.382
    2.685   -2.8534     0.076     0.050     0.384
    2.668   -2.8024     0.076     0.049     0.386
    2.652   -2.7523     0.076     0.049     0.388
    2.635   -2.7032     0.076     0.048     0.392
    2.619   -2.6558     0.076     0.048     0.394
    2.602   -2.6106     0.077     0.047     0.395
    2.586   -2.5685     0.077     0.047     0.398
    2.569   -2.5305     0.078     0.047     0.401
    2.553   -2.4979     0.079     0.046     0.402
    2.536   -2.4726     0.080     0.045     0.404
    2.520   -2.4564     0.081     0.045     0.404
    2.503   -2.4508     0.081     0.044     0.406
    2.503   -2.4508     0.081     0.044     0.406
    2.480   -2.3976     0.082     0.044     0.410
    2.456   -2.3448     0.082     0.043     0.414
    2.433   -2.2980     0.082     0.043     0.418
    2.410   -2.2632     0.082     0.041     0.420
    2.386   -2.2425     0.080     0.040     0.422
    2.363   -2.2339     0.078     0.038     0.424
    2.340   -2.2344     0.078     0.037     0.426
    2.316   -2.2422     0.078     0.037     0.426
    2.293   -2.2572     0.080     0.033     0.430
    2.269   -2.2807     0.082     0.030     0.430
    2.246   -2.3147     0.086     0.029     0.426
    2.223   -2.3606     0.088     0.027     0.426
    2.199   -2.4179     0.090     0.026     0.422
    2.176   -2.4847     0.092     0.024     0.420
    2.153   -2.5579     0.092     0.026     0.416
    2.129   -2.6344     0.094     0.026     0.412
    2.106   -2.7107     0.098     0.024     0.406
    2.083   -2.7787     0.104     0.021     0.402
    2.059   -2.8113     0.112     0.016     0.404
    2.059   -2.8113     0.112     0.016     0.404
    2.031   -2.7833     0.114     0.019     0.406
    2.002   -2.7062     0.114     0.023     0.406
    1.973   -2.5940     0.114     0.026     0.414
    1.945   -2.4582     0.112     0.030     0.424
    1.916   -2.3062     0.110     0.035     0.432
    1.888   -2.1428     0.104     0.039     0.440
    1.859   -2.0790     0.000     0.066     0.456
    1.830   -2.0998     0.000     0.063     0.456
    1.802   -2.1203     0.000     0.063     0.456
    1.773   -1.9764     0.140     0.020     0.432
    1.744   -1.8162     0.136     0.017     0.442
    1.716   -1.6666     0.132     0.016     0.452
    1.687   -1.5297     0.128     0.013     0.462
    1.659   -1.4081     0.122     0.013     0.470
    1.630   -1.3042     0.118     0.010     0.476
    1.601   -1.2204     0.114     0.011     0.488
    1.573   -1.1589     0.110     0.011     0.494
    1.544   -1.1212     0.108     0.011     0.496
    1.516   -1.1086     0.106     0.011     0.496
    1.516   -1.1086     0.106     0.011     0.496
    1.480   -1.1274     0.108     0.012     0.494
    1.445   -1.1830     0.110     0.010     0.492
    1.410   -1.2721     0.114     0.012     0.480
    1.375   -1.3892     0.120     0.010     0.476
    1.340   -1.5266     0.124     0.008     0.464
    1.305   -1.6760     0.128     0.010     0.460
    1.270   -1.8282     0.132     0.008     0.452
    1.235   -1.9730     0.134     0.006     0.440
    1.200   -2.0981     0.132     0.006     0.440
    1.165   -2.1926     0.098     0.066     0.428
    1.130   -2.2366     0.120     0.006     0.432
    1.095   -2.2361     0.112     0.008     0.432
    1.060   -2.1932     0.104     0.010     0.436
    1.025   -2.1162     0.100     0.012     0.440
    0.990   -2.0133     0.096     0.012     0.446
    0.955   -1.9053     0.080     0.022     0.444
    0.920   -1.9898     0.072     0.012     0.448
    0.885   -2.0964     0.068     0.012     0.444
    0.850   -2.2537     0.072     0.046     0.408
    0.850   -2.2537     0.072     0.046     0.408
    0.838   -2.3080     0.074     0.046     0.408
    0.826   -2.3624     0.074     0.046     0.404
    0.815   -2.4167     0.074     0.046     0.404
    0.803   -2.4711     0.074     0.046     0.400
    0.791   -2.5255     0.074     0.048     0.400
    0.780   -2.5797     0.074     0.048     0.396
    0.768   -2.6338     0.076     0.048     0.392
    0.756   -2.6878     0.076     0.048     0.392
    0.745   -2.7416     0.076     0.050     0.388
    0.733   -2.7951     0.076     0.050     0.384
    0.721   -2.8483     0.078     0.048     0.384
    0.710   -2.9011     0.078     0.050     0.384
    0.698   -2.9532     0.078     0.050     0.380
    0.686   -3.0043     0.080     0.050     0.380
    0.674   -3.0530     0.082     0.050     0.384
    0.663   -3.0890     0.086     0.046     0.408
    0.651   -3.0932     0.080     0.040     0.428
    0.639   -3.0900     0.078     0.040     0.430
    0.628   -3.0887     0.078     0.040     0.428
    0.628   -3.0887     0.078     0.040     0.428
    0.595   -2.9278     0.074     0.040     0.440
    0.562   -2.7628     0.074     0.040     0.448
    0.529   -2.5946     0.072     0.036     0.456
    0.496   -2.4241     0.072     0.036     0.456
    0.463   -2.2518     0.072     0.036     0.466
    0.430   -2.1223     0.068     0.010     0.444
    0.396   -2.0725     0.038     0.054     0.444
    0.363   -2.1166     0.028     0.058     0.444
    0.330   -2.1585     0.026     0.058     0.444
    0.297   -2.1102     0.146     0.020     0.416
    0.264   -1.9389     0.140     0.020     0.432
    0.231   -1.7740     0.136     0.016     0.440
    0.198   -1.6188     0.130     0.016     0.448
    0.165   -1.4771     0.124     0.016     0.464
    0.132   -1.3528     0.120     0.012     0.472
    0.099   -1.2500     0.114     0.012     0.480
    0.066   -1.1728     0.110     0.012     0.488
    0.033   -1.1249     0.108     0.012     0.496
    0.000   -1.1086     0.106     0.011     0.496
 
# Band-Index   33
    0.000   -1.1086     0.106     0.011     0.496
    0.033   -1.1099     0.106     0.012     0.496
    0.066   -1.1146     0.106     0.010     0.496
    0.099   -1.1686     0.016     0.004     0.520
    0.132   -1.2498     0.018     0.008     0.512
    0.165   -1.3510     0.020     0.016     0.504
    0.198   -1.4700     0.022     0.020     0.488
    0.231   -1.6047     0.024     0.028     0.480
    0.264   -1.7522     0.028     0.036     0.464
    0.297   -1.9101     0.030     0.040     0.448
    0.330   -2.0754     0.034     0.048     0.440
    0.363   -2.1165     0.028     0.058     0.444
    0.396   -2.0725     0.038     0.054     0.444
    0.430   -2.1223     0.068     0.010     0.444
    0.463   -2.2477     0.064     0.006     0.440
    0.496   -2.3663     0.064     0.006     0.436
    0.529   -2.4710     0.062     0.006     0.424
    0.562   -2.5556     0.062     0.006     0.420
    0.595   -2.6117     0.062     0.004     0.420
    0.628   -2.6317     0.062     0.004     0.412
    0.628   -2.6317     0.062     0.004     0.412
    0.639   -2.6301     0.062     0.004     0.416
    0.651   -2.6255     0.062     0.004     0.416
    0.663   -2.6177     0.062     0.006     0.416
    0.674   -2.6071     0.062     0.006     0.416
    0.686   -2.5936     0.062     0.006     0.418
    0.698   -2.5774     0.062     0.006     0.416
    0.710   -2.5587     0.062     0.006     0.416
    0.721   -2.5377     0.062     0.008     0.420
    0.733   -2.5146     0.062     0.008     0.420
    0.745   -2.4894     0.062     0.008     0.420
    0.756   -2.4625     0.062     0.008     0.420
    0.768   -2.4341     0.062     0.010     0.424
    0.780   -2.4042     0.062     0.010     0.424
    0.791   -2.3730     0.062     0.010     0.428
    0.803   -2.3408     0.064     0.010     0.428
    0.815   -2.3076     0.064     0.010     0.428
    0.826   -2.2736     0.064     0.012     0.432
    0.838   -2.2389     0.064     0.012     0.432
    0.850   -2.2037     0.064     0.012     0.432
    0.850   -2.2037     0.064     0.012     0.432
    0.885   -2.0914     0.072     0.044     0.420
    0.920   -1.9673     0.082     0.006     0.452
    0.955   -1.8916     0.096     0.012     0.452
    0.990   -1.9496     0.046     0.054     0.436
    1.025   -2.0317     0.034     0.056     0.432
    1.060   -2.1083     0.030     0.060     0.424
    1.095   -2.1738     0.026     0.061     0.424
    1.130   -2.2261     0.022     0.062     0.424
    1.165   -2.1896     0.126     0.006     0.436
    1.200   -1.9599     0.096     0.062     0.440
    1.235   -1.7347     0.096     0.056     0.452
    1.270   -1.5259     0.096     0.046     0.460
    1.305   -1.4121     0.016     0.014     0.500
    1.340   -1.3077     0.016     0.010     0.512
    1.375   -1.2171     0.016     0.008     0.516
    1.410   -1.1464     0.016     0.004     0.524
    1.445   -1.1164     0.106     0.010     0.496
    1.480   -1.1101     0.106     0.012     0.496
    1.516   -1.1086     0.106     0.011     0.496
    1.516   -1.1086     0.106     0.011     0.496
    1.544   -1.1093     0.106     0.010     0.496
    1.573   -1.1121     0.106     0.010     0.498
    1.601   -1.1194     0.102     0.009     0.498
    1.630   -1.1377     0.080     0.007     0.504
    1.659   -1.1743     0.054     0.007     0.510
    1.687   -1.2282     0.044     0.006     0.508
    1.716   -1.2954     0.038     0.008     0.506
    1.744   -1.3720     0.038     0.009     0.500
    1.773   -1.4535     0.036     0.010     0.494
    1.802   -1.6148     0.090     0.048     0.464
    1.830   -1.7946     0.094     0.047     0.456
    1.859   -1.9714     0.100     0.043     0.448
    1.888   -2.0586     0.000     0.066     0.456
    1.916   -2.0393     0.000     0.066     0.456
    1.945   -2.0218     0.000     0.066     0.456
    1.973   -2.0070     0.000     0.069     0.456
    2.002   -1.9957     0.000     0.069     0.456
    2.031   -1.9886     0.000     0.069     0.456
    2.059   -1.9861     0.000     0.069     0.456
    2.059   -1.9861     0.000     0.069     0.456
    2.083   -1.9864     0.000     0.069     0.456
    2.106   -1.9869     0.002     0.069     0.454
    2.129   -1.9867     0.004     0.067     0.450
    2.153   -1.9844     0.008     0.067     0.450
    2.176   -1.9780     0.010     0.066     0.448
    2.199   -1.9654     0.014     0.065     0.450
    2.223   -1.9457     0.018     0.061     0.448
    2.246   -1.9212     0.022     0.058     0.454
    2.269   -1.9117     0.092     0.013     0.446
    2.293   -1.9381     0.090     0.016     0.444
    2.316   -1.9609     0.090     0.015     0.442
    2.340   -1.9797     0.090     0.017     0.438
    2.363   -1.9943     0.090     0.017     0.438
    2.386   -2.0051     0.090     0.018     0.436
    2.410   -2.0126     0.090     0.020     0.438
    2.433   -2.0174     0.090     0.022     0.436
    2.456   -2.0205     0.090     0.025     0.434
    2.480   -2.0233     0.076     0.037     0.432
    2.503   -2.0238     0.083     0.033     0.434
    2.503   -2.0238     0.083     0.033     0.434
    2.520   -2.0280     0.084     0.030     0.432
    2.536   -2.0436     0.085     0.023     0.436
    2.553   -2.0739     0.083     0.017     0.439
    2.569   -2.1154     0.079     0.014     0.438
    2.586   -2.1630     0.076     0.012     0.437
    2.602   -2.2130     0.073     0.011     0.435
    2.619   -2.2634     0.071     0.011     0.433
    2.635   -2.3131     0.070     0.010     0.430
    2.652   -2.3611     0.068     0.010     0.428
    2.668   -2.4068     0.068     0.009     0.428
    2.685   -2.4497     0.066     0.008     0.423
    2.701   -2.4891     0.066     0.007     0.420
    2.718   -2.5247     0.064     0.006     0.420
    2.734   -2.5559     0.064     0.006     0.416
    2.751   -2.5824     0.062     0.006     0.420
    2.767   -2.6035     0.062     0.005     0.416
    2.784   -2.6190     0.062     0.004     0.416
    2.800   -2.6285     0.062     0.004     0.416
    2.817   -2.6317     0.062     0.004     0.412
 
# Band-Index   34
    2.817   -2.6317     0.062     0.004     0.412
    2.800   -2.6285     0.062     0.004     0.416
    2.784   -2.6190     0.062     0.004     0.416
    2.767   -2.6035     0.062     0.005     0.416
    2.751   -2.5824     0.062     0.006     0.420
    2.734   -2.5559     0.064     0.006     0.416
    2.718   -2.5247     0.064     0.006     0.420
    2.701   -2.4891     0.066     0.007     0.420
    2.685   -2.4497     0.066     0.008     0.423
    2.668   -2.4068     0.068     0.009     0.428
    2.652   -2.3611     0.068     0.010     0.428
    2.635   -2.3131     0.070     0.010     0.430
    2.619   -2.2634     0.071     0.011     0.433
    2.602   -2.2129     0.073     0.011     0.435
    2.586   -2.1630     0.076     0.012     0.437
    2.569   -2.1154     0.079     0.014     0.438
    2.553   -2.0739     0.083     0.017     0.439
    2.536   -2.0436     0.085     0.023     0.436
    2.520   -2.0280     0.084     0.030     0.432
    2.503   -2.0238     0.083     0.033     0.434
    2.503   -2.0238     0.083     0.033     0.434
    2.480   -2.0225     0.087     0.028     0.436
    2.456   -2.0184     0.066     0.042     0.430
    2.433   -2.0059     0.056     0.048     0.432
    2.410   -1.9850     0.046     0.051     0.432
    2.386   -1.9606     0.036     0.052     0.434
    2.363   -1.9386     0.030     0.050     0.440
    2.340   -1.9211     0.026     0.049     0.446
    2.316   -1.9077     0.026     0.048     0.450
    2.293   -1.8997     0.026     0.048     0.448
    2.269   -1.9026     0.024     0.052     0.452
    2.246   -1.8824     0.092     0.014     0.448
    2.223   -1.8516     0.092     0.014     0.452
    2.199   -1.8208     0.092     0.013     0.458
    2.176   -1.7915     0.090     0.014     0.464
    2.153   -1.7654     0.086     0.014     0.466
    2.129   -1.7437     0.082     0.018     0.468
    2.106   -1.7295     0.046     0.033     0.466
    2.083   -1.7194     0.042     0.034     0.466
    2.059   -1.7144     0.032     0.037     0.464
    2.059   -1.7144     0.032     0.037     0.464
    2.031   -1.7445     0.058     0.024     0.470
