#K-Path          Energy     s    py    pz    px    dxy    dyz    dz2    dxz    dx2-y2    tot
# NKPTS & NBANDS:  84  96
# Band-Index:    1
   1.55653    -16.562550  0.092  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.096
   1.52450    -16.568850  0.092  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.098
   1.49247    -16.573379  0.096  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.100
   1.46045    -16.576113  0.096  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.100
   1.42842    -16.577024  0.094  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.100
   1.42842    -16.577024  0.094  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.100
   1.39539    -16.576357  0.096  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.096
   1.36237    -16.574367  0.096  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.096
   1.32934    -16.571090  0.096  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.096
   1.29631    -16.566547  0.092  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.096
   1.26328    -16.560818  0.092  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.096
   1.23025    -16.553983  0.092  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.092
   1.19722    -16.546125  0.092  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.092
   1.16419    -16.537362  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.096
   1.13116    -16.527791  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.096
   1.09813    -16.517550  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.092
   1.06510    -16.506752  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.092
   1.03207    -16.495524  0.084  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.092
   0.99904    -16.484003  0.084  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.088
   0.96601    -16.472318  0.084  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.088
   0.93298    -16.460608  0.080  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.084
   0.89995    -16.449013  0.080  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.080
   0.86692    -16.437687  0.080  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.080
   0.83389    -16.426835  0.080  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.080
   0.80086    -16.416528  0.076  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.080
   0.80086    -16.416533  0.076  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.080
   0.75902    -16.421954  0.076  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.080
   0.71719    -16.435120  0.076  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.080
   0.67535    -16.444665  0.080  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.080
   0.63351    -16.450471  0.080  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.084
   0.59167    -16.452407  0.080  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.084
   0.59167    -16.452407  0.080  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.084
   0.55880    -16.453975  0.080  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.084
   0.52593    -16.458492  0.080  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.080
   0.49306    -16.465467  0.080  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.084
   0.46019    -16.474307  0.084  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.088
   0.42732    -16.484367  0.084  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.088
   0.39445    -16.495112  0.084  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.088
   0.36158    -16.506053  0.084  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.088
   0.32871    -16.516874  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.092
   0.29584    -16.527273  0.092  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.092
   0.26297    -16.537028  0.088  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.096
   0.23009    -16.545965  0.092  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.092
   0.19722    -16.553939  0.092  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.096
