  #K-Path    Energy        Zn        In         S
# NKPTS & NBANDS: 120  76
# Band-Index    1
    1.838    3.0797     0.095     0.233     0.204
    1.865    3.1412     0.050     0.283     0.238
    1.892    3.1959     0.026     0.310     0.262
    1.919    3.2325     0.016     0.323     0.270
    1.946    3.2453     0.014     0.324     0.272
    1.946    3.2453     0.014     0.324     0.272
    1.968    3.2482     0.014     0.325     0.270
    1.990    3.2568     0.014     0.326     0.266
    2.012    3.2710     0.014     0.325     0.266
    2.035    3.2904     0.014     0.322     0.260
    2.057    3.3160     0.020     0.311     0.238
    2.079    3.3523     0.050     0.276     0.197
    2.101    3.4134     0.118     0.197     0.152
    2.123    3.5001     0.158     0.156     0.156
    2.145    3.6005     0.172     0.140     0.168
    2.167    3.7088     0.177     0.133     0.178
    2.189    3.8221     0.180     0.130     0.186
    2.211    3.9384     0.183     0.128     0.192
    2.233    4.0561     0.186     0.125     0.200
    2.255    4.1736     0.189     0.122     0.206
    2.277    4.2893     0.193     0.118     0.215
    2.300    4.4007     0.199     0.116     0.223
    2.322    4.5033     0.209     0.111     0.239
    2.344    4.5872     0.222     0.107     0.256
    2.366    4.6358     0.228     0.108     0.268
    2.366    4.6358     0.228     0.108     0.268
    2.381    4.6347     0.228     0.108     0.268
    2.397    4.6313     0.228     0.108     0.260
    2.413    4.6251     0.227     0.108     0.260
    2.428    4.6156     0.226     0.108     0.248
    2.444    4.6027     0.225     0.110     0.240
    2.459    4.5865     0.224     0.112     0.232
    2.475    4.5674     0.221     0.112     0.224
    2.491    4.5463     0.220     0.114     0.212
    2.506    4.5239     0.220     0.116     0.204
    2.522    4.5011     0.218     0.116     0.196
    2.537    4.4786     0.218     0.116     0.188
    2.553    4.4571     0.218     0.118     0.180
    2.569    4.4372     0.219     0.118     0.176
    2.584    4.4195     0.219     0.118     0.172
    2.600    4.4043     0.219     0.118     0.168
    2.616    4.3921     0.219     0.118     0.164
    2.631    4.3831     0.220     0.118     0.164
    2.647    4.3777     0.220     0.118     0.160
    2.662    4.3759     0.220     0.118     0.160
 
# Band-Index   68
    2.662    4.3763     0.220     0.118     0.160
    2.647    4.3781     0.220     0.118     0.160
    2.631    4.3835     0.219     0.118     0.164
    2.616    4.3925     0.219     0.118     0.164
    2.600    4.4047     0.219     0.118     0.168
    2.584    4.4199     0.218     0.118     0.172
    2.569    4.4377     0.218     0.118     0.176
    2.553    4.4576     0.218     0.118     0.180
    2.537    4.4792     0.218     0.116     0.188
    2.522    4.5017     0.218     0.116     0.196
    2.506    4.5246     0.219     0.116     0.204
    2.491    4.5471     0.220     0.115     0.212
    2.475    4.5684     0.222     0.112     0.220
    2.459    4.5876     0.223     0.112     0.232
    2.444    4.6040     0.225     0.111     0.240
    2.428    4.6171     0.227     0.108     0.248
    2.413    4.6266     0.228     0.108     0.260
    2.397    4.6329     0.228     0.108     0.260
    2.381    4.6364     0.228     0.108     0.268
    2.366    4.6375     0.228     0.108     0.268
    2.366    4.6375     0.228     0.108     0.268
    2.344    4.6476     0.224     0.109     0.264
    2.322    4.6346     0.214     0.113     0.254
    2.300    4.6097     0.205     0.120     0.251
    2.277    4.5780     0.195     0.126     0.248
    2.255    4.5413     0.185     0.134     0.246
    2.233    4.5002     0.175     0.141     0.246
    2.211    4.4550     0.165     0.151     0.240
    2.189    4.4058     0.154     0.159     0.237
    2.167    4.3534     0.142     0.168     0.234
    2.145    4.2985     0.132     0.177     0.226
    2.123    4.2426     0.122     0.185     0.221
    2.101    4.1873     0.112     0.194     0.212
    2.079    4.1342     0.104     0.202     0.208
    2.057    4.0854     0.098     0.206     0.200
    2.035    4.0425     0.092     0.213     0.192
    2.012    4.0073     0.088     0.216     0.188
    1.990    3.9810     0.084     0.219     0.183
    1.968    3.9648     0.083     0.221     0.180
    1.946    3.9593     0.082     0.221     0.180
    1.946    3.9593     0.082     0.221     0.180
    1.919    3.9640     0.081     0.222     0.178
    1.892    3.9775     0.077     0.228     0.176
    1.865    3.9986     0.072     0.233     0.164
    1.838    4.0255     0.068     0.237     0.159
    1.811    4.0556     0.067     0.239     0.154
    1.784    4.0854     0.068     0.240     0.148
    1.757    4.1101     0.072     0.232     0.142
    1.730    4.1245     0.079     0.225     0.138
    1.703    4.1240     0.088     0.211     0.140
    1.676    4.1068     0.098     0.195     0.136
    1.649    4.0753     0.106     0.183     0.126
    1.622    4.0346     0.112     0.173     0.118
    1.595    3.9903     0.118     0.165     0.110
    1.568    3.9470     0.120     0.159     0.102
    1.541    3.9081     0.122     0.155     0.094
    1.514    3.8760     0.124     0.153     0.094
    1.486    3.8521     0.126     0.153     0.088
    1.459    3.8375     0.126     0.152     0.088
    1.432    3.8325     0.126     0.152     0.088
    1.432    3.8325     0.126     0.152     0.088
    1.399    3.8399     0.126     0.152     0.088
    1.366    3.8618     0.125     0.154     0.088
    1.333    3.8970     0.124     0.156     0.096
    1.300    3.9436     0.122     0.158     0.100
    1.267    3.9987     0.118     0.164     0.112
    1.234    4.0580     0.116     0.170     0.124
    1.201    4.1162     0.112     0.180     0.132
    1.167    4.1670     0.108     0.188     0.140
    1.134    4.2048     0.104     0.200     0.148
    1.101    4.2268     0.102     0.208     0.156
    1.068    4.2347     0.101     0.212     0.160
    1.035    4.2338     0.103     0.210     0.164
    1.002    4.2307     0.108     0.202     0.172
    0.969    4.2307     0.117     0.192     0.180
    0.936    4.2369     0.127     0.180     0.186
    0.902    4.2499     0.139     0.168     0.194
    0.869    4.2677     0.149     0.156     0.196
    0.836    4.3502     0.197     0.118     0.234
    0.803    4.4846     0.210     0.116     0.244
    0.803    4.4846     0.210     0.116     0.244
    0.792    4.5232     0.216     0.114     0.244
    0.781    4.5569     0.224     0.112     0.252
    0.770    4.5840     0.231     0.110     0.248
    0.759    4.6027     0.238     0.106     0.248
    0.748    4.6110     0.244     0.104     0.248
    0.737    4.6083     0.246     0.106     0.240
    0.726    4.5955     0.246     0.106     0.228
    0.715    4.5751     0.242     0.106     0.216
    0.704    4.5501     0.238     0.110     0.204
    0.693    4.5231     0.234     0.112     0.196
    0.682    4.4961     0.230     0.112     0.186
    0.671    4.4703     0.228     0.114     0.180
    0.660    4.4466     0.226     0.116     0.174
    0.649    4.4258     0.224     0.116     0.172
    0.637    4.4082     0.222     0.118     0.164
    0.626    4.3943     0.221     0.118     0.164
    0.615    4.3842     0.221     0.118     0.164
    0.604    4.3781     0.220     0.118     0.164
    0.593    4.3763     0.220     0.118     0.160
    0.593    4.3763     0.220     0.118     0.160
    0.562    4.4860     0.208     0.128     0.160
    0.531    4.5802     0.192     0.136     0.152
    0.500    4.6526     0.168     0.144     0.136
    0.468    4.6533     0.142     0.128     0.104
    0.437    4.5611     0.149     0.136     0.120
    0.406    4.4800     0.142     0.148     0.124
    0.375    4.4112     0.134     0.160     0.128
    0.343    4.3503     0.128     0.168     0.128
    0.312    4.2917     0.124     0.168     0.136
    0.281    4.2317     0.121     0.168     0.136
    0.250    4.1692     0.120     0.168     0.128
    0.219    4.1054     0.120     0.164     0.120
    0.187    4.0429     0.120     0.160     0.112
    0.156    3.9844     0.122     0.160     0.104
    0.125    3.9328     0.123     0.156     0.104
    0.094    3.8903     0.124     0.156     0.096
    0.062    3.8586     0.126     0.152     0.088
    0.031    3.8391     0.126     0.152     0.088
    0.000    3.8325     0.126     0.152     0.088
 
# Band-Index   69
    0.000    4.1255     0.026     0.172     0.124
    0.031    4.1346     0.026     0.172     0.126
    0.062    4.1610     0.028     0.172     0.128
    0.094    4.2032     0.032     0.168     0.128
    0.125    4.2584     0.036     0.168     0.136
    0.156    4.3230     0.042     0.164     0.136
    0.187    4.3923     0.048     0.164     0.136
    0.219    4.4614     0.058     0.160     0.136
    0.250    4.5261     0.068     0.160     0.128
    0.281    4.5839     0.080     0.160     0.128
    0.312    4.6344     0.092     0.160     0.128
    0.343    4.6773     0.106     0.156     0.128
    0.375    4.7106     0.119     0.156     0.136
    0.406    4.7302     0.134     0.152     0.144
    0.437    4.7309     0.154     0.148     0.160
    0.468    4.7115     0.186     0.140     0.184
    0.500    4.7728     0.186     0.108     0.152
    0.531    4.8910     0.183     0.096     0.144
    0.562    5.0154     0.183     0.092     0.144
    0.593    5.1403     0.182     0.088     0.144
    0.593    5.1403     0.182     0.088     0.144
    0.604    5.1391     0.181     0.088     0.146
    0.615    5.1352     0.181     0.090     0.146
    0.626    5.1289     0.178     0.090     0.144
    0.637    5.1202     0.176     0.090     0.146
    0.649    5.1093     0.173     0.094     0.144
    0.660    5.0963     0.169     0.098     0.144
    0.671    5.0818     0.165     0.100     0.142
    0.682    5.0662     0.159     0.104     0.142
    0.693    5.0504     0.153     0.108     0.140
    0.704    5.0357     0.146     0.112     0.132
    0.715    5.0239     0.138     0.116     0.126
    0.726    5.0175     0.132     0.120     0.122
    0.737    5.0195     0.127     0.124     0.114
    0.748    5.0171     0.152     0.126     0.172
    0.759    5.0037     0.149     0.130     0.176
    0.770    4.9901     0.145     0.134     0.178
    0.781    4.9764     0.142     0.136     0.180
    0.792    4.9628     0.138     0.140     0.180
    0.803    4.9492     0.134     0.144     0.184
    0.803    4.9492     0.134     0.144     0.184
    0.836    4.9099     0.120     0.152     0.184
    0.869    4.8749     0.106     0.162     0.184
    0.902    4.8459     0.094     0.172     0.176
    0.936    4.8220     0.082     0.180     0.178
    0.969    4.8000     0.071     0.184     0.176
    1.002    4.7752     0.062     0.186     0.176
    1.035    4.7432     0.054     0.184     0.172
    1.068    4.7011     0.048     0.184     0.172
    1.101    4.6477     0.044     0.178     0.168
    1.134    4.5836     0.040     0.176     0.160
    1.167    4.5118     0.036     0.174     0.156
    1.201    4.4366     0.034     0.170     0.148
    1.234    4.3632     0.032     0.170     0.144
    1.267    4.2956     0.030     0.172     0.140
    1.300    4.2369     0.028     0.172     0.132
    1.333    4.1893     0.028     0.172     0.128
    1.366    4.1542     0.026     0.172     0.124
    1.399    4.1328     0.026     0.172     0.124
    1.432    4.1255     0.026     0.172     0.124
    1.432    4.1255     0.026     0.172     0.124
    1.459    4.1297     0.026     0.172     0.126
    1.486    4.1423     0.026     0.171     0.128
    1.514    4.1632     0.026     0.174     0.128
    1.541    4.1927     0.026     0.173     0.130
    1.568    4.2309     0.026     0.172     0.132
    1.595    4.2778     0.026     0.171     0.136
    1.622    4.3335     0.028     0.171     0.144
    1.649    4.3976     0.030     0.170     0.146
    1.676    4.4699     0.034     0.167     0.152
    1.703    4.5496     0.042     0.163     0.158
    1.730    4.6356     0.050     0.155     0.164
    1.757    4.7150     0.058     0.184     0.104
    1.784    4.6752     0.064     0.187     0.094
    1.811    4.6210     0.068     0.187     0.082
    1.838    4.5624     0.072     0.185     0.072
    1.865    4.5074     0.074     0.183     0.064
    1.892    4.4627     0.078     0.181     0.062
    1.919    4.4336     0.078     0.179     0.056
    1.946    4.4235     0.080     0.179     0.056
    1.946    4.4235     0.080     0.179     0.056
    1.968    4.4269     0.080     0.178     0.056
    1.990    4.4370     0.080     0.178     0.056
    2.012    4.4537     0.080     0.178     0.060
    2.035    4.4764     0.082     0.176     0.062
    2.057    4.5049     0.082     0.176     0.066
    2.079    4.5383     0.084     0.175     0.070
    2.101    4.5760     0.086     0.173     0.074
    2.123    4.6167     0.090     0.171     0.080
    2.145    4.6591     0.094     0.167     0.092
    2.167    4.7017     0.098     0.166     0.098
    2.189    4.7424     0.104     0.161     0.108
    2.211    4.7789     0.112     0.156     0.120
    2.233    4.8091     0.120     0.151     0.130
    2.255    4.8309     0.129     0.143     0.138
    2.277    4.8437     0.137     0.138     0.144
    2.300    4.8491     0.142     0.134     0.144
    2.322    4.8520     0.141     0.130     0.138
    2.344    4.8638     0.134     0.129     0.128
    2.366    4.9013     0.128     0.128     0.120
    2.366    4.9013     0.128     0.128     0.120
    2.381    4.9018     0.128     0.128     0.120
    2.397    4.9033     0.129     0.128     0.120
    2.413    4.9066     0.130     0.128     0.124
    2.428    4.9126     0.132     0.124     0.128
    2.444    4.9217     0.135     0.124     0.132
    2.459    4.9343     0.139     0.124     0.140
    2.475    4.9500     0.143     0.120     0.144
    2.491    4.9682     0.147     0.119     0.148
    2.506    4.9883     0.151     0.116     0.148
    2.522    5.0095     0.156     0.112     0.152
    2.537    5.0311     0.159     0.109     0.152
    2.553    5.0523     0.163     0.107     0.152
    2.569    5.0725     0.167     0.104     0.152
    2.584    5.0912     0.170     0.100     0.152
    2.600    5.1076     0.174     0.096     0.148
    2.616    5.1213     0.176     0.092     0.148
    2.631    5.1316     0.180     0.090     0.148
    2.647    5.1381     0.181     0.088     0.146
    2.662    5.1403     0.182     0.088     0.144
 
# Band-Index   70
    2.662    5.1404     0.181     0.088     0.144
    2.647    5.1382     0.181     0.088     0.144
    2.631    5.1317     0.179     0.090     0.146
    2.616    5.1214     0.177     0.092     0.148
    2.600    5.1077     0.173     0.096     0.148
    2.584    5.0913     0.170     0.100     0.152
    2.569    5.0726     0.166     0.104     0.152
    2.553    5.0524     0.162     0.107     0.152
    2.537    5.0312     0.159     0.110     0.152
    2.522    5.0098     0.155     0.112     0.152
    2.506    4.9887     0.151     0.116     0.148
    2.491    4.9687     0.147     0.119     0.148
    2.475    4.9505     0.143     0.120     0.144
    2.459    4.9350     0.139     0.124     0.140
    2.444    4.9226     0.135     0.124     0.132
    2.428    4.9135     0.132     0.124     0.128
    2.413    4.9077     0.130     0.128     0.124
    2.397    4.9044     0.129     0.128     0.120
    2.381    4.9030     0.128     0.128     0.120
    2.366    4.9026     0.128     0.128     0.120
    2.366    4.9026     0.128     0.128     0.120
    2.344    4.9713     0.131     0.126     0.128
    2.322    5.0565     0.134     0.124     0.138
    2.300    5.1423     0.131     0.126     0.149
    2.277    5.2159     0.120     0.133     0.154
    2.255    5.2603     0.098     0.148     0.152
    2.233    5.2574     0.076     0.162     0.148
    2.211    5.2082     0.066     0.168     0.138
    2.189    5.1297     0.067     0.171     0.124
    2.167    5.0371     0.070     0.171     0.112
    2.145    4.9400     0.074     0.171     0.098
    2.123    4.8441     0.076     0.173     0.086
    2.101    4.7535     0.078     0.173     0.078
    2.079    4.6708     0.078     0.174     0.074
    2.057    4.5980     0.078     0.176     0.070
    2.035    4.5366     0.078     0.176     0.064
    2.012    4.4878     0.079     0.177     0.060
    1.990    4.4523     0.080     0.179     0.056
    1.968    4.4307     0.080     0.178     0.056
    1.946    4.4235     0.080     0.178     0.056
    1.946    4.4235     0.080     0.179     0.056
    1.919    4.4336     0.078     0.180     0.056
    1.892    4.4627     0.078     0.181     0.060
    1.865    4.5074     0.074     0.183     0.066
    1.838    4.5624     0.072     0.185     0.072
    1.811    4.6210     0.068     0.187     0.082
    1.784    4.6752     0.064     0.187     0.092
    1.757    4.7150     0.058     0.184     0.106
    1.730    4.7303     0.052     0.179     0.122
    1.703    4.7141     0.046     0.174     0.138
    1.676    4.6670     0.040     0.170     0.144
    1.649    4.5971     0.036     0.168     0.148
    1.622    4.5145     0.032     0.167     0.148
    1.595    4.4283     0.030     0.167     0.148
    1.568    4.3456     0.028     0.168     0.140
    1.541    4.2714     0.028     0.168     0.134
    1.514    4.2098     0.026     0.170     0.130
    1.486    4.1637     0.026     0.172     0.128
    1.459    4.1352     0.026     0.172     0.124
    1.432    4.1255     0.026     0.173     0.124
    1.432    4.1255     0.026     0.173     0.124
    1.399    4.1381     0.026     0.172     0.124
    1.366    4.1751     0.026     0.172     0.128
    1.333    4.2351     0.024     0.172     0.136
    1.300    4.3158     0.022     0.172     0.140
    1.267    4.4139     0.022     0.172     0.148
    1.234    4.5259     0.020     0.174     0.156
    1.201    4.6478     0.020     0.174     0.160
    1.167    4.7757     0.022     0.176     0.168
    1.134    4.9055     0.024     0.176     0.168
    1.101    5.0335     0.028     0.178     0.172
    1.068    5.1552     0.034     0.178     0.168
    1.035    5.2659     0.046     0.178     0.164
    1.002    5.3625     0.060     0.178     0.152
    0.969    5.3662     0.080     0.160     0.104
    0.936    5.3946     0.082     0.154     0.104
    0.902    5.4545     0.085     0.146     0.108
    0.869    5.5456     0.088     0.140     0.112
    0.836    5.4341     0.150     0.122     0.149
    0.803    5.2457     0.146     0.122     0.136
    0.803    5.2457     0.146     0.122     0.136
    0.792    5.1887     0.142     0.124     0.128
    0.781    5.1371     0.138     0.126     0.120
    0.770    5.0924     0.133     0.126     0.116
    0.759    5.0569     0.129     0.126     0.112
    0.748    5.0323     0.126     0.126     0.110
    0.737    5.0302     0.155     0.122     0.172
    0.726    5.0431     0.158     0.120     0.170
    0.715    5.0557     0.161     0.116     0.164
    0.704    5.0678     0.164     0.112     0.161
    0.693    5.0794     0.166     0.110     0.160
    0.682    5.0905     0.168     0.106     0.156
    0.671    5.1009     0.171     0.102     0.152
    0.660    5.1104     0.174     0.098     0.152
    0.649    5.1190     0.176     0.096     0.150
    0.637    5.1263     0.177     0.094     0.148
    0.626    5.1323     0.179     0.090     0.148
    0.615    5.1367     0.180     0.088     0.146
    0.604    5.1394     0.182     0.088     0.146
    0.593    5.1404     0.181     0.088     0.144
    0.593    5.1404     0.181     0.088     0.144
    0.562    5.2615     0.178     0.088     0.144
    0.531    5.3759     0.172     0.088     0.144
    0.500    5.4512     0.018     0.224     0.108
    0.468    5.3952     0.018     0.224     0.104
    0.437    5.3344     0.014     0.222     0.108
    0.406    5.2671     0.010     0.220     0.120
    0.375    5.1874     0.006     0.212     0.132
    0.343    5.0901     0.004     0.204     0.144
    0.312    4.9765     0.006     0.192     0.160
    0.281    4.8531     0.008     0.186     0.164
    0.250    4.7271     0.012     0.178     0.164
    0.219    4.6045     0.016     0.176     0.160
    0.187    4.4895     0.018     0.174     0.152
    0.156    4.3857     0.020     0.172     0.148
    0.125    4.2962     0.022     0.174     0.136
    0.094    4.2234     0.024     0.172     0.132
    0.062    4.1697     0.026     0.172     0.128
    0.031    4.1367     0.026     0.172     0.124
    0.000    4.1255     0.026     0.173     0.124
 
# Band-Index   71
    0.000    4.1256     0.026     0.172     0.126
    0.031    4.1367     0.026     0.172     0.124
    0.062    4.1697     0.026     0.172     0.128
    0.094    4.2234     0.024     0.172     0.132
    0.125    4.2962     0.022     0.174     0.136
    0.156    4.3857     0.020     0.172     0.148
    0.187    4.4895     0.018     0.174     0.152
    0.219    4.6045     0.016     0.176     0.160
    0.250    4.7272     0.012     0.178     0.164
    0.281    4.8531     0.008     0.186     0.164
    0.312    4.9765     0.006     0.192     0.160
    0.343    5.0901     0.004     0.204     0.144
    0.375    5.1874     0.006     0.212     0.132
    0.406    5.2671     0.010     0.220     0.120
    0.437    5.3344     0.014     0.222     0.108
    0.468    5.3952     0.018     0.224     0.104
    0.500    5.4512     0.018     0.224     0.108
    0.531    5.4993     0.018     0.222     0.116
    0.562    5.5327     0.018     0.222     0.116
    0.593    5.5448     0.018     0.220     0.124
    0.593    5.5448     0.018     0.221     0.120
    0.604    5.5458     0.018     0.220     0.124
    0.615    5.5485     0.020     0.220     0.120
    0.626    5.5530     0.020     0.216     0.120
    0.637    5.5591     0.024     0.215     0.124
    0.649    5.5665     0.026     0.210     0.124
    0.660    5.5749     0.030     0.206     0.124
    0.671    5.5843     0.033     0.203     0.124
    0.682    5.5943     0.036     0.198     0.128
    0.693    5.6047     0.040     0.194     0.128
    0.704    5.6155     0.046     0.188     0.128
    0.715    5.6265     0.050     0.182     0.132
    0.726    5.6375     0.054     0.177     0.136
    0.737    5.6483     0.060     0.170     0.136
    0.748    5.6591     0.064     0.166     0.140
    0.759    5.6697     0.070     0.158     0.144
    0.770    5.6799     0.076     0.154     0.148
    0.781    5.6896     0.082     0.146     0.149
    0.792    5.6987     0.087     0.142     0.156
    0.803    5.7069     0.092     0.136     0.160
    0.803    5.7070     0.092     0.136     0.159
    0.836    5.6647     0.090     0.134     0.116
    0.869    5.6009     0.126     0.149     0.152
    0.902    5.5996     0.092     0.177     0.128
    0.936    5.5259     0.084     0.178     0.132
    0.969    5.4470     0.074     0.178     0.140
    1.002    5.3684     0.076     0.170     0.100
    1.035    5.3574     0.104     0.130     0.128
    1.068    5.2660     0.050     0.172     0.152
    1.101    5.1295     0.048     0.166     0.152
    1.134    4.9921     0.045     0.164     0.156
    1.167    4.8548     0.042     0.164     0.156
    1.201    4.7191     0.038     0.164     0.156
    1.234    4.5876     0.036     0.162     0.152
    1.267    4.4638     0.034     0.164     0.148
    1.300    4.3523     0.030     0.166     0.140
    1.333    4.2580     0.028     0.170     0.136
    1.366    4.1861     0.028     0.170     0.132
    1.399    4.1410     0.026     0.172     0.128
    1.432    4.1256     0.026     0.172     0.126
    1.432    4.1256     0.026     0.172     0.126
    1.459    4.1352     0.026     0.173     0.126
    1.486    4.1637     0.026     0.172     0.128
    1.514    4.2098     0.026     0.170     0.130
    1.541    4.2714     0.028     0.169     0.134
    1.568    4.3456     0.028     0.169     0.140
    1.595    4.4283     0.030     0.167     0.146
    1.622    4.5145     0.032     0.167     0.148
    1.649    4.5971     0.036     0.168     0.150
    1.676    4.6670     0.040     0.170     0.146
    1.703    4.7141     0.046     0.174     0.136
    1.730    4.7303     0.052     0.179     0.120
    1.757    4.7263     0.058     0.151     0.170
    1.784    4.8192     0.066     0.144     0.176
    1.811    4.9111     0.074     0.139     0.184
    1.838    4.9981     0.082     0.135     0.198
    1.865    5.0752     0.088     0.130     0.208
    1.892    5.1368     0.092     0.127     0.218
    1.919    5.1768     0.094     0.127     0.220
    1.946    5.1908     0.096     0.124     0.226
    1.946    5.1908     0.096     0.124     0.226
    1.968    5.1931     0.096     0.124     0.226
    1.990    5.2000     0.094     0.125     0.226
    2.012    5.2118     0.092     0.127     0.220
    2.035    5.2287     0.089     0.130     0.220
    2.057    5.2513     0.084     0.132     0.214
    2.079    5.2801     0.080     0.136     0.214
    2.101    5.3161     0.076     0.141     0.208
    2.123    5.3601     0.070     0.147     0.204
    2.145    5.4131     0.066     0.153     0.196
    2.167    5.4767     0.064     0.156     0.189
    2.189    5.5523     0.064     0.162     0.180
    2.211    5.6412     0.068     0.160     0.168
    2.233    5.7157     0.122     0.111     0.178
    2.255    5.7071     0.100     0.144     0.172
    2.277    5.7330     0.068     0.172     0.173
    2.300    5.7752     0.049     0.191     0.174
    2.322    5.8200     0.044     0.203     0.168
    2.344    5.8510     0.049     0.206     0.156
    2.366    5.8603     0.065     0.198     0.136
    2.366    5.8605     0.064     0.198     0.136
    2.381    5.8637     0.064     0.197     0.137
    2.397    5.8732     0.059     0.201     0.142
    2.413    5.8854     0.051     0.206     0.152
    2.428    5.8934     0.038     0.214     0.164
    2.444    5.8868     0.027     0.216     0.167
    2.459    5.8648     0.023     0.214     0.163
    2.475    5.8332     0.025     0.211     0.155
    2.491    5.7981     0.025     0.210     0.148
    2.506    5.7624     0.026     0.209     0.142
    2.522    5.7274     0.027     0.209     0.137
    2.537    5.6939     0.027     0.210     0.132
    2.553    5.6628     0.026     0.210     0.130
    2.569    5.6341     0.025     0.212     0.126
    2.584    5.6087     0.024     0.214     0.125
    2.600    5.5868     0.022     0.216     0.124
    2.616    5.5689     0.020     0.218     0.122
    2.631    5.5557     0.020     0.220     0.122
    2.647    5.5476     0.018     0.222     0.120
    2.662    5.5448     0.018     0.222     0.124
 
# Band-Index   72
    2.662    5.5448     0.018     0.222     0.124
    2.647    5.5476     0.018     0.222     0.120
    2.631    5.5557     0.020     0.220     0.122
    2.616    5.5690     0.020     0.218     0.122
    2.600    5.5868     0.022     0.215     0.124
    2.584    5.6087     0.024     0.214     0.125
    2.569    5.6342     0.025     0.212     0.126
    2.553    5.6628     0.027     0.210     0.130
    2.537    5.6940     0.027     0.210     0.132
    2.522    5.7275     0.027     0.209     0.136
    2.506    5.7625     0.026     0.209     0.142
    2.491    5.7984     0.025     0.210     0.148
    2.475    5.8334     0.023     0.213     0.155
    2.459    5.8651     0.023     0.215     0.162
    2.444    5.8881     0.027     0.215     0.167
    2.428    5.8954     0.039     0.212     0.161
    2.413    5.8866     0.050     0.207     0.152
    2.397    5.8738     0.059     0.201     0.143
    2.381    5.8645     0.063     0.198     0.138
    2.366    5.8624     0.067     0.196     0.134
    2.366    5.8607     0.065     0.197     0.135
    2.344    5.8523     0.082     0.185     0.121
    2.322    5.8364     0.096     0.173     0.113
    2.300    5.8235     0.108     0.161     0.110
    2.277    5.8208     0.120     0.152     0.117
    2.255    5.8313     0.128     0.145     0.127
    2.233    5.7529     0.084     0.182     0.144
    2.211    5.7790     0.154     0.115     0.166
    2.189    5.8517     0.163     0.104     0.174
    2.167    5.9343     0.166     0.098     0.182
    2.145    6.0216     0.169     0.100     0.191
    2.123    6.0736     0.171     0.099     0.200
    2.101    6.1217     0.175     0.088     0.208
    2.079    6.1660     0.176     0.081     0.215
    2.057    6.1974     0.181     0.075     0.224
    2.035    6.2653     0.121     0.139     0.189
    2.012    6.2472     0.173     0.071     0.223
    1.990    6.2602     0.176     0.064     0.228
    1.968    6.2709     0.170     0.067     0.225
    1.946    6.2723     0.177     0.063     0.228
    1.946    6.2850     0.167     0.073     0.222
    1.919    6.1853     0.171     0.073     0.227
    1.892    6.0288     0.165     0.083     0.213
    1.865    5.8689     0.156     0.094     0.200
    1.838    5.7122     0.148     0.104     0.184
    1.811    5.5660     0.142     0.116     0.164
    1.784    5.4355     0.135     0.126     0.148
    1.757    5.3266     0.128     0.140     0.126
    1.730    5.2448     0.122     0.156     0.106
    1.703    5.1942     0.114     0.173     0.084
    1.676    5.1757     0.108     0.191     0.066
    1.649    5.1854     0.102     0.211     0.056
    1.622    5.2165     0.096     0.225     0.046
    1.595    5.2611     0.094     0.237     0.044
    1.568    5.3120     0.092     0.246     0.036
    1.541    5.3628     0.092     0.253     0.036
    1.514    5.4081     0.092     0.259     0.034
    1.486    5.4439     0.092     0.262     0.034
    1.459    5.4668     0.092     0.265     0.034
    1.432    5.4746     0.092     0.265     0.032
    1.432    5.4746     0.092     0.266     0.032
    1.399    5.4647     0.092     0.264     0.032
    1.366    5.4361     0.092     0.260     0.032
    1.333    5.3923     0.090     0.256     0.036
    1.300    5.3384     0.089     0.249     0.040
    1.267    5.2803     0.088     0.240     0.044
    1.234    5.2255     0.088     0.228     0.048
    1.201    5.1823     0.088     0.214     0.056
    1.167    5.1599     0.090     0.196     0.064
    1.134    5.1659     0.094     0.174     0.080
    1.101    5.2041     0.096     0.156     0.092
    1.068    5.2709     0.100     0.140     0.110
    1.035    5.3988     0.073     0.180     0.098
    1.002    5.4530     0.109     0.120     0.148
    0.969    5.5470     0.114     0.114     0.160
    0.936    5.6290     0.118     0.110     0.172
    0.902    5.6889     0.119     0.110     0.180
    0.869    5.7201     0.117     0.112     0.177
    0.836    5.7236     0.107     0.122     0.171
    0.803    5.8027     0.093     0.126     0.121
    0.803    5.8026     0.093     0.126     0.120
    0.792    5.8474     0.094     0.122     0.120
    0.781    5.8842     0.090     0.124     0.120
    0.770    5.9013     0.076     0.142     0.116
    0.759    5.8909     0.054     0.172     0.121
    0.748    5.8625     0.040     0.192     0.124
    0.737    5.8271     0.032     0.204     0.128
    0.726    5.7904     0.026     0.210     0.127
    0.715    5.7544     0.024     0.214     0.128
    0.704    5.7200     0.022     0.218     0.125
    0.693    5.6881     0.020     0.218     0.124
    0.682    5.6590     0.020     0.220     0.125
    0.671    5.6328     0.020     0.220     0.124
    0.660    5.6098     0.018     0.220     0.124
    0.649    5.5902     0.018     0.221     0.120
    0.637    5.5739     0.018     0.222     0.120
    0.626    5.5612     0.018     0.222     0.120
    0.615    5.5521     0.018     0.222     0.124
    0.604    5.5467     0.018     0.222     0.124
    0.593    5.5448     0.018     0.220     0.120
    0.593    5.5448     0.018     0.220     0.124
    0.562    5.5327     0.018     0.222     0.116
    0.531    5.4993     0.018     0.222     0.116
    0.500    5.4815     0.163     0.092     0.144
    0.468    5.5777     0.153     0.100     0.136
    0.437    5.6655     0.142     0.110     0.136
