#K-Path          Energy     s     py     pz     px    dxy    dyz    dz2    dxz  x2-y2    tot
# NKPTS & NBANDS: 120  76
# Band-Index    1
   2.14494    -14.291770  0.002  0.000  0.000  0.000  0.008  0.000  0.415  0.008  0.396  0.829
   2.12286    -14.290149  0.002  0.000  0.000  0.000  0.009  0.000  0.423  0.009  0.388  0.830
   2.10077    -14.288835  0.002  0.000  0.000  0.000  0.010  0.000  0.430  0.010  0.380  0.832
   2.07869    -14.287753  0.002  0.000  0.000  0.000  0.010  0.000  0.435  0.010  0.374  0.831
   2.05661    -14.286873  0.002  0.000  0.000  0.000  0.011  0.000  0.440  0.011  0.369  0.831
   2.03453    -14.286186  0.002  0.000  0.000  0.000  0.011  0.000  0.444  0.011  0.364  0.832
   2.01245    -14.285675  0.002  0.000  0.000  0.000  0.011  0.000  0.448  0.011  0.361  0.831
   1.99037    -14.285320  0.002  0.000  0.000  0.000  0.011  0.000  0.450  0.011  0.358  0.833
   1.96829    -14.285131  0.002  0.000  0.000  0.000  0.011  0.000  0.450  0.011  0.358  0.833
   1.94621    -14.285052  0.002  0.000  0.000  0.000  0.010  0.000  0.439  0.012  0.369  0.832
   1.94621    -14.285052  0.002  0.000  0.000  0.000  0.010  0.000  0.439  0.012  0.369  0.832
   1.91917    -14.287681  0.002  0.000  0.000  0.000  0.010  0.000  0.441  0.011  0.367  0.832
   1.89212    -14.294909  0.002  0.000  0.000  0.000  0.009  0.000  0.445  0.011  0.361  0.830
   1.86508    -14.305373  0.002  0.000  0.000  0.000  0.009  0.000  0.451  0.011  0.356  0.827
   1.83804    -14.317670  0.002  0.000  0.000  0.000  0.009  0.000  0.455  0.010  0.350  0.825
   1.81099    -14.330866  0.002  0.000  0.000  0.000  0.008  0.000  0.457  0.009  0.344  0.822
   1.78395    -14.344312  0.002  0.000  0.000  0.000  0.008  0.000  0.459  0.008  0.340  0.820
   1.75690    -14.357536  0.002  0.000  0.000  0.000  0.007  0.000  0.460  0.009  0.337  0.816
   1.72986    -14.370251  0.002  0.000  0.000  0.000  0.007  0.000  0.462  0.009  0.333  0.813
   1.70282    -14.382264  0.002  0.000  0.000  0.000  0.006  0.000  0.462  0.010  0.330  0.811
   1.67577    -14.393446  0.002  0.000  0.000  0.000  0.007  0.000  0.463  0.009  0.329  0.809
   1.64873    -14.403622  0.002  0.000  0.000  0.000  0.007  0.000  0.462  0.009  0.327  0.807
