#K-Path          Energy     s    py    pz    px    dxy    dyz    dz2    dxz    dx2-y2    tot
# NKPTS & NBANDS: 149  48
# Band-Index:    1
   5.82049    -13.667942  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   5.86683    -13.669519  0.595  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.595
   5.91317    -13.671277  0.595  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.595
   5.95951    -13.673017  0.595  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.595
   6.00585    -13.674584  0.595  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.595
   6.05218    -13.675826  0.594  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.594
   6.09852    -13.676628  0.594  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.594
   6.14486    -13.676904  0.594  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.594
 
# Band-Index:    2
   6.14486    -13.676898  0.594  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.594
   6.09852    -13.676622  0.594  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.594
   6.05218    -13.675821  0.594  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.594
   6.00585    -13.674579  0.595  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.595
   5.95951    -13.673012  0.595  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.595
   5.91317    -13.671273  0.595  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.595
   5.86683    -13.669515  0.595  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.595
   5.82049    -13.667939  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   5.77415    -13.666681  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   5.72781    -13.665877  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   5.68147    -13.665595  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   5.68147    -13.641382  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   5.63514    -13.641931  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   5.58880    -13.643584  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   5.54246    -13.646367  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   5.49612    -13.650319  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   5.44978    -13.655453  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   5.40344    -13.661766  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   5.35710    -13.669235  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   5.31076    -13.677789  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   5.26443    -13.687307  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   5.21809    -13.697615  0.595  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.595
   5.21809    -13.976783  0.585  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.585
   5.17622    -13.975178  0.585  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.585
   5.13435    -13.970397  0.584  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.585
   5.09249    -13.962549  0.585  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.585
   5.05062    -13.951810  0.586  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.586
   5.00876    -13.938431  0.586  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.586
   4.96689    -13.922712  0.587  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.588
   4.92502    -13.905014  0.588  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.588
   4.88316    -13.885735  0.589  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.589
   4.84129    -13.865298  0.590  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.590
   4.79943    -13.844160  0.591  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.591
   4.75756    -13.822768  0.591  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.591
   4.71569    -13.801560  0.592  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.592
   4.67383    -13.780955  0.593  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.593
   4.63196    -13.761349  0.594  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.594
   4.59010    -13.743078  0.594  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.594
   4.54823    -13.726432  0.595  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.595
   4.50636    -13.711638  0.595  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.595
   4.46450    -13.698858  0.595  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.595
   4.42263    -13.688182  0.595  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.595
   4.38076    -13.679650  0.595  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   4.33890    -13.673241  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   4.29703    -13.668865  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   4.25517    -13.666380  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   4.21330    -13.665595  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   4.21330    -13.665595  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   4.16763    -13.666431  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   4.12196    -13.668706  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   4.07628    -13.672075  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   4.03061    -13.676155  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   3.98494    -13.680589  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   3.93927    -13.685028  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   3.89360    -13.689151  0.595  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.595
   3.84792    -13.692667  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   3.80225    -13.695359  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   3.75658    -13.697041  0.596  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.596
   3.71091    -13.697615  0.595  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.595
   3.71091    -13.697615  0.595  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.595
   3.66740    -13.699310  0.595  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.595
   3.62389    -13.704338  0.595  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.595
   3.58038    -13.712585  0.595  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.595
   3.53687    -13.723862  0.594  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.594
   3.49336    -13.737907  0.595  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.595
   3.44986    -13.754413  0.594  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.594
   3.40635    -13.772967  0.593  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.593
   3.36284    -13.793126  0.592  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.592
   3.31933    -13.814394  0.591  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.592
   3.27582    -13.836240  0.591  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.591
   3.23231    -13.858144  0.590  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.590
   3.18881    -13.879548  0.589  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.589
   3.14530    -13.899916  0.588  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.588
   3.10179    -13.918739  0.587  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.587
   3.05828    -13.935529  0.587  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.587
   3.01477    -13.949879  0.586  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.586
   2.97126    -13.961431  0.585  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.585
   2.92775    -13.969891  0.584  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.585
   2.88425    -13.975050  0.585  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.585
   2.84074    -13.976783  0.585  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.585
   2.84074    -13.976783  0.585  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.585
   2.79440    -13.942714  0.586  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.586
   2.74806    -13.909778  0.588  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.588
   2.70172    -13.878805  0.588  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.588
   2.65538    -13.850516  0.590  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.590
   2.60904    -13.825551  0.590  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.590
   2.56270    -13.804438  0.590  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.590
