#K-Path          Energy     s    py    pz    px    dxy    dyz    dz2    dxz    dx2-y2    tot
# NKPTS & NBANDS: 149  48
# Band-Index:    1
   3.01477    -13.949879  0.039  0.000  0.006  0.000  0.002  0.000  0.027  0.001  0.000  0.078
   2.97126    -13.961431  0.040  0.000  0.006  0.000  0.002  0.000  0.028  0.000  0.000  0.077
   2.92775    -13.969891  0.041  0.000  0.006  0.000  0.000  0.000  0.028  0.000  0.000  0.077
   2.88425    -13.975050  0.041  0.000  0.006  0.000  0.000  0.000  0.028  0.000  0.000  0.077
   2.84074    -13.976783  0.041  0.000  0.006  0.000  0.000  0.000  0.028  0.000  0.000  0.075
   2.84074    -13.976783  0.041  0.000  0.006  0.000  0.000  0.000  0.028  0.000  0.000  0.075
   2.79440    -13.942714  0.038  0.000  0.008  0.000  0.000  0.000  0.034  0.000  0.000  0.078
   2.74806    -13.909778  0.034  0.000  0.008  0.000  0.000  0.000  0.040  0.000  0.000  0.082
   2.70172    -13.878805  0.030  0.000  0.008  0.000  0.000  0.000  0.046  0.000  0.000  0.084
   2.65538    -13.850516  0.028  0.000  0.010  0.000  0.000  0.000  0.050  0.000  0.000  0.088
   2.60904    -13.825551  0.024  0.000  0.010  0.000  0.000  0.000  0.056  0.000  0.000  0.090
   2.56270    -13.804438  0.022  0.000  0.010  0.000  0.000  0.000  0.060  0.000  0.000  0.094
   2.51637    -13.787602  0.020  0.000  0.012  0.000  0.000  0.000  0.064  0.000  0.000  0.096
   2.47003    -13.775371  0.018  0.000  0.012  0.000  0.000  0.000  0.068  0.000  0.000  0.096
   2.42369    -13.767937  0.016  0.000  0.012  0.000  0.000  0.000  0.070  0.000  0.000  0.098
   2.37735    -13.765443  0.016  0.000  0.012  0.000  0.000  0.000  0.070  0.000  0.000  0.098
   2.37735    -13.765443  0.016  0.000  0.012  0.000  0.000  0.000  0.070  0.000  0.000  0.098
   2.33548    -13.764485  0.016  0.000  0.012  0.000  0.000  0.000  0.070  0.000  0.000  0.098
   2.29362    -13.761630  0.016  0.000  0.012  0.000  0.000  0.000  0.070  0.000  0.000  0.098
   2.25175    -13.756987  0.016  0.000  0.012  0.000  0.000  0.000  0.068  0.000  0.002  0.100
   2.20988    -13.750683  0.014  0.000  0.012  0.000  0.000  0.002  0.068  0.000  0.002  0.100
   2.16802    -13.742915  0.014  0.002  0.012  0.000  0.002  0.002  0.066  0.000  0.004  0.100
   2.12615    -13.733944  0.012  0.002  0.010  0.000  0.002  0.002  0.064  0.002  0.006  0.102
   2.08429    -13.724026  0.012  0.002  0.010  0.000  0.002  0.004  0.062  0.002  0.008  0.102
   2.04242    -13.713488  0.010  0.002  0.010  0.000  0.004  0.004  0.060  0.002  0.010  0.104
   2.00055    -13.702651  0.008  0.004  0.010  0.002  0.004  0.006  0.058  0.002  0.012  0.104
   1.95869    -13.691850  0.006  0.004  0.010  0.002  0.006  0.008  0.056  0.002  0.014  0.106
   1.91682    -13.681425  0.006  0.004  0.008  0.002  0.006  0.008  0.052  0.004  0.016  0.108
   1.87496    -13.671699  0.004  0.004  0.008  0.002  0.008  0.010  0.050  0.004  0.018  0.108
   1.83309    -13.662972  0.002  0.006  0.008  0.002  0.008  0.010  0.048  0.004  0.020  0.110
   1.79122    -13.655520  0.002  0.006  0.008  0.002  0.010  0.010  0.044  0.006  0.022  0.110
   1.74936    -13.649568  0.002  0.006  0.006  0.004  0.012  0.012  0.042  0.006  0.024  0.110
   1.70749    -13.645307  0.000  0.006  0.006  0.004  0.014  0.012  0.038  0.006  0.024  0.112
   1.66563    -13.642872  0.000  0.006  0.006  0.004  0.014  0.012  0.036  0.006  0.026  0.112
   1.62376    -13.642358  0.000  0.008  0.006  0.004  0.016  0.012  0.032  0.008  0.026  0.112
   1.58189    -13.643784  0.000  0.008  0.004  0.004  0.018  0.012  0.030  0.008  0.026  0.112
   1.54003    -13.647122  0.000  0.008  0.004  0.006  0.018  0.012  0.028  0.008  0.026  0.112
